year,month,day,noaa_ar_no,central_meridian_dist,latitude,carrington_longitude,corr_whole_spot_area,mcintosh,LL,number_of_spots,greenwich,original_central_meridian_dist,original_latitude
2016,2,22,12505,45,8,355,180,Dac,9,10,Beta,,
2016,2,22,12499,87,11,37,,None,,,Plage,,
2016,2,22,12502,70,7,20,,None,,,Plage,,
2016,2,22,12503,55,5,5,,None,,,Plage,,
2016,2,23,12501,32,4,328,60,Hsx,2,1,Alpha,,
2016,2,23,12505,59,8,355,160,Dac,9,8,Beta,,
2016,2,23,12502,84,7,20,,None,,,Plage,,
2016,2,23,12503,70,5,6,,None,,,Plage,,
2016,2,23,12504,44,13,340,,None,,,Plage,,
2016,2,24,12501,46,5,329,70,Hsx,1,1,Alpha,,
2016,2,24,12505,73,8,356,160,Dac,10,6,Beta,,
2016,2,24,12503,84,5,7,,None,,,Plage,,
2016,2,24,12504,58,13,341,,None,,,Plage,,
2016,2,25,12501,60,5,330,60,Hsx,1,1,Alpha,,
2016,2,25,12505,87,8,357,160,Dac,10,6,Beta,,
2016,2,25,12506,-48,-7,222,10,Bxo,3,2,Beta,,
2016,2,25,12504,72,13,342,,None,,,Plage,,
2016,2,26,12501,73,4,330,20,Hax,1,1,Alpha,,
2016,2,26,12506,-35,-7,222,30,Cao,5,5,Beta,,
2016,2,26,12504,85,13,342,,None,,,Plage,,
2016,2,27,12501,86,4,330,20,Hax,1,1,Alpha,,
2016,2,27,12506,-22,-7,222,30,Cro,8,7,Beta,,
2016,2,27,12507,59,18,303,10,Bxo,2,3,Beta,,
2016,2,28,12506,-8,-6,223,60,Dai,7,15,Beta,,
2016,2,28,12507,73,19,304,10,Bxo,3,2,Beta,,
2016,2,29,12506,7,-5,224,110,Dai,8,15,Beta-Gamma,,
2016,2,29,12508,-9,7,208,10,Bxo,5,3,Beta,,
2016,2,29,12507,87,19,304,,None,,,Plage,,
2016,3,1,12506,20,-6,223,130,Dai,9,9,Beta,,
2016,3,1,12508,5,7,208,10,Axx,5,1,Alpha,,
2016,3,1,12509,-17,9,186,20,Bxo,3,4,Beta,,
2016,3,2,12506,34,-7,225,110,Dso,9,6,Beta,,
2016,3,2,12508,20,5,211,10,Axx,0,1,Alpha,,
2016,3,2,12509,0,8,189,20,Bxo,10,2,Beta,,
2016,3,3,12506,48,-7,226,110,Cso,9,5,Beta,,
2016,3,3,12510,-51,5,127,30,Cro,10,3,Beta,,
2016,3,3,12511,-46,5,121,10,Bxo,1,3,Beta,-57,
2016,3,3,12512,-28,11,150,10,Bxo,3,3,Beta,,
2016,3,3,12513,-84,11,94,60,Hsx,1,1,Alpha,,
2016,3,3,12508,34,6,212,,None,,,Plage,,
2016,3,3,12509,14,9,192,,None,,,Plage,,
2016,3,4,12506,60,-7,225,70,Hsx,8,2,Alpha,,
2016,3,4,12510,-43,5,124,30,Cro,1,3,Beta,,
2016,3,4,12512,-13,12,152,20,Bxo,4,4,Beta,,
2016,3,4,12513,-63,11,12,30,Hsx,3,1,Alpha,,
2016,3,4,12508,49,6,214,,None,,,Plage,,
2016,3,4,12509,28,9,193,,None,,,Plage,,
2016,3,4,12511,-32,6,131,,None,,,Plage,,
2016,3,5,12506,76,-6,228,60,Cso,3,4,Beta,,
2016,3,5,12510,-30,5,122,30,Cro,4,3,Beta,,
2016,3,5,12512,0,11,152,20,Cro,4,3,Beta,,
2016,3,5,12513,-49,12,103,40,Hsx,2,1,Alpha,,
2016,3,5,12514,11,14,163,20,Cro,6,9,Beta,,
2016,3,5,12515,14,-3,166,10,Bxo,3,2,Beta,,
2016,3,5,12516,5,-4,157,10,Bxo,3,3,Beta,,
2016,3,5,12508,64,6,216,,None,,,Plage,,
2016,3,5,12509,42,9,194,,None,,,Plage,,
2016,3,5,12511,-19,6,133,,None,,,Plage,,
2016,3,6,12506,88,-6,226,40,Cso,3,3,Beta,,
2016,3,6,12510,-18,5,120,30,Cao,4,4,Beta,,
2016,3,6,12512,16,11,154,10,Hrx,1,1,Alpha,,
2016,3,6,12513,-36,12,102,50,Hsx,2,1,Alpha,,
2016,3,6,12514,26,14,164,50,Cao,6,9,Beta,,
2016,3,6,12508,79,6,217,,None,,,Plage,,
2016,3,6,12509,56,9,194,,None,,,Plage,,
2016,3,6,12511,-4,6,134,,None,,,Plage,,
2016,3,6,12515,29,-3,167,,None,,,Plage,,
2016,3,6,12516,20,-4,158,,None,,,Plage,,
2016,3,7,12510,-3,6,122,20,Cro,4,4,Beta,,
2016,3,7,12512,30,11,155,30,Cao,2,7,Beta,,
2016,3,7,12513,-23,12,102,50,Hsx,2,1,Alpha,,
2016,3,7,12514,39,14,164,30,Cao,7,4,Beta,,
2016,3,7,12517,38,24,163,10,Bxo,4,2,Beta,,
2016,3,7,12509,70,9,195,,None,,,Plage,,
2016,3,7,12511,11,6,136,,None,,,Plage,,
2016,3,7,12515,44,-3,169,,None,,,Plage,,
2016,3,7,12516,35,-4,160,,None,,,Plage,,
2016,3,8,12510,10,4,122,10,Axx,2,1,Alpha,,
2016,3,8,12512,42,12,154,50,Cao,3,4,Beta,,
2016,3,8,12513,-9,11,103,40,Hsx,1,1,Alpha,,
2016,3,8,12514,54,13,166,10,Axx,1,3,Alpha,,
2016,3,8,12517,51,24,162,10,Bxo,2,2,Beta,,
2016,3,8,12509,84,9,196,,None,,,Plage,,
2016,3,8,12511,26,6,138,,None,,,Plage,,
2016,3,8,12515,59,-3,171,,None,,,Plage,,
2016,3,8,12516,50,-4,162,,None,,,Plage,,
2016,3,9,12511,36,2,135,10,Bxo,1,5,Beta,,
2016,3,9,12512,56,10,155,30,Hax,5,1,Alpha,,
2016,3,9,12513,3,10,102,40,Hsx,2,1,Alpha,,
2016,3,9,12514,69,12,168,10,Axx,0,1,Alpha,,
2016,3,9,12510,23,7,122,,None,,,Plage,,
2016,3,9,12515,74,-3,173,,None,,,Plage,,
2016,3,9,12516,65,-4,164,,None,,,Plage,,
2016,3,9,12517,65,24,164,,None,,,Plage,,
2016,3,10,12511,50,3,136,20,Cao,5,2,Beta,,
2016,3,10,12512,70,11,156,30,Hsx,2,2,Alpha,,
2016,3,10,12513,17,10,103,40,Hsx,2,1,Alpha,,
2016,3,10,12518,29,4,115,30,Cao,3,5,Beta,,
2016,3,10,12519,-76,6,10,70,Hsx,1,1,Alpha,,
2016,3,10,12510,38,7,124,,None,,,Plage,,
2016,3,10,12514,83,12,169,,None,,,Plage,,
2016,3,10,12515,89,-3,175,,None,,,Plage,,
2016,3,10,12516,80,-4,166,,None,,,Plage,,
2016,3,10,12517,79,24,165,,None,,,Plage,,
2016,3,11,12511,66,3,138,20,Hrx,1,2,Alpha,,
2016,3,11,12512,83,12,155,30,Hsx,2,1,Alpha,,
2016,3,11,12513,31,10,103,40,Hsx,2,1,Alpha,,
2016,3,11,12518,41,4,113,20,Cro,4,5,Beta,,
2016,3,11,12519,-61,6,11,50,Cao,2,2,Beta,,
2016,3,11,12510,53,7,125,,None,,,Plage,,
2016,3,12,12511,79,2,138,10,Axx,1,2,Alpha,,
2016,3,12,12513,44,10,103,40,Hsx,2,1,Alpha,,
2016,3,12,12518,54,4,113,10,Axx,2,2,Alpha,,
2016,3,12,12519,-48,6,11,50,Cao,5,3,Beta,,
2016,3,12,12510,68,7,127,,None,,,Plage,,
2016,3,13,12513,57,10,103,50,Hsx,2,1,Alpha,,
2016,3,13,12519,-39,5,7,80,Cso,7,4,Beta,,
2016,3,13,12520,-17,4,29,10,Bxo,3,2,Beta,,
2016,3,13,12521,-18,19,28,70,Cao,4,9,Beta,,
2016,3,13,12510,83,7,129,,None,,,Plage,,
2016,3,13,12518,69,4,115,,None,,,Plage,,
2016,3,14,12513,72,9,105,40,Hsx,1,1,Alpha,,
2016,3,14,12519,-26,5,7,80,Cso,11,5,Beta,,
2016,3,14,12521,-4,20,29,80,Dao,5,7,Beta,,
2016,3,14,12518,84,4,117,,None,,,Plage,,
2016,3,14,12520,-2,4,31,,None,,,Plage,,
2016,3,15,12513,83,8,103,20,Hsx,1,1,Alpha,,
2016,3,15,12519,-8,5,12,80,Hsx,2,1,Alpha,,
2016,3,15,12521,9,19,29,80,Dao,6,12,Beta,,
2016,3,15,12522,56,14,76,40,Cao,4,3,Beta,,
2016,3,15,12520,13,4,33,,None,,,Plage,,
2016,3,16,12519,5,5,12,60,Hsx,2,1,Alpha,,
2016,3,16,12521,21,19,28,70,Dai,6,10,Beta,,
2016,3,16,12522,71,14,78,40,Cao,5,3,Beta,,
2016,3,16,12520,28,4,35,,None,,,Plage,,
2016,3,17,12519,17,5,10,90,Dso,5,4,Beta,,
2016,3,17,12521,37,17,30,20,Cro,5,5,Beta,,
2016,3,17,12523,22,-10,15,10,Bxo,3,3,Beta,,
2016,3,17,12524,-69,14,284,70,Hsx,2,1,Alpha,,
2016,3,17,12520,43,4,36,,None,,,Plage,,
2016,3,17,12522,85,14,78,,None,,,Plage,,
2016,3,18,12519,33,4,13,80,Cso,3,3,Beta,,
2016,3,18,12521,49,18,29,10,Axx,1,2,Alpha,,
2016,3,18,12523,35,-9,15,10,Axx,2,3,Alpha,,
2016,3,18,12524,-63,14,277,210,Eao,12,6,Beta,,
2016,3,18,12525,-13,12,327,10,Axx,3,2,Alpha,,
2016,3,18,12520,58,4,38,,None,,,Plage,,
2016,3,19,12519,48,4,15,70,Hsx,2,2,Alpha,,
2016,3,19,12524,-49,15,278,230,Eao,11,7,Beta,,
2016,3,19,12520,73,4,40,,None,,,Plage,,
2016,3,19,12521,63,18,30,,None,,,Plage,,
2016,3,19,12523,50,-7,17,,None,,,Plage,,
2016,3,19,12525,1,13,328,,None,,,Plage,,
2016,3,20,12519,62,4,15,70,Hsx,1,1,Alpha,,
2016,3,20,12524,-36,15,277,280,Eho,12,5,Beta,,
2016,3,20,12520,88,4,42,,None,,,Plage,,
2016,3,20,12521,77,18,31,,None,,,Plage,,
2016,3,20,12523,65,-7,19,,None,,,Plage,,
2016,3,20,12525,15,13,329,,None,,,Plage,,
2016,3,21,12519,74,3,14,70,Hsx,1,1,Alpha,,
2016,3,21,12524,-21,15,278,240,Eso,12,4,Beta,,
2016,3,21,12523,80,-7,21,,None,,,Plage,,
2016,3,21,12525,29,13,330,,None,,,Plage,,
2016,3,22,12519,89,4,16,20,Hsx,1,1,Alpha,,
2016,3,22,12524,-9,15,278,200,Eso,12,4,Beta,,
2016,3,22,12525,43,13,330,,None,,,Plage,,
2016,3,23,12524,3,15,277,240,Eso,12,3,Beta,,
2016,3,23,12525,57,13,331,,None,,,Plage,,
2016,3,24,12524,16,15,277,210,Eso,13,4,Beta,,
2016,3,24,12525,71,13,332,,None,,,Plage,,
2016,3,25,12524,29,14,277,190,Eso,11,4,Beta,,
2016,3,25,12526,-72,-5,176,120,Hsx,2,1,Alpha,,
2016,3,25,12525,85,13,333,,None,,,Plage,,
2016,3,26,12524,44,13,278,100,Eso,11,3,Beta,,
2016,3,26,12526,-59,-4,175,180,Hsx,3,1,Alpha,,
2016,3,27,12524,61,14,282,80,Hsx,3,1,Alpha,,
2016,3,27,12526,-45,-4,176,190,Hsx,3,2,Alpha,,
2016,3,28,12524,75,14,283,80,Hsx,3,1,Alpha,,
2016,3,28,12526,-30,-4,178,190,Hsx,3,2,Alpha,,
2016,3,29,12524,88,14,283,60,Hsx,2,1,Alpha,,
2016,3,29,12526,-18,-4,177,190,Hsx,3,2,Alpha,,
2016,3,30,12526,-4,-5,178,200,Cso,3,5,Beta,,
2016,3,31,12526,9,-5,178,190,Hsx,3,2,Alpha,,
2016,4,1,12526,22,-5,178,200,Hsx,3,1,Alpha,,
2016,4,2,12526,36,-5,178,180,Hsx,3,1,Alpha,,
2016,4,3,12526,48,-5,177,190,Hsx,2,1,Alpha,,
2016,4,4,12526,61,-5,177,160,Hsx,2,1,Alpha,,
2016,4,4,12527,16,14,132,0,Axx,1,2,Alpha,,
2016,4,4,12528,-6,6,110,10,Bxo,5,5,Beta,,
2016,4,5,12526,76,-3,179,150,Hsx,2,1,Alpha,,
2016,4,5,12528,9,7,112,10,Bxo,5,2,Beta,,
2016,4,5,12527,30,14,133,,None,,,Plage,,
2016,4,6,12526,89,-3,179,120,Hsx,2,1,Alpha,,
2016,4,6,12528,23,7,113,30,Cro,5,4,Beta-Gamma,,
2016,4,6,12527,44,14,134,,None,,,Plage,,
2016,4,7,12528,37,7,113,20,Dro,5,3,Beta,,
2016,4,7,12527,58,14,134,,None,,,Plage,,
2016,4,8,12528,51,7,114,40,Cao,5,5,Beta,,
2016,4,8,12529,-77,10,346,330,Hkx,5,1,Alpha,,
2016,4,8,12527,72,14,135,,None,,,Plage,,
2016,4,9,12528,64,7,114,10,Bxo,5,2,Beta,,
2016,4,9,12529,-66,10,344,350,Dhi,10,5,Beta,,
2016,4,9,12527,86,14,136,,None,,,Plage,,
2016,4,10,12528,79,7,116,10,Axx,1,1,Alpha,,
2016,4,10,12529,-54,10,343,820,Ehi,12,8,Beta,,
2016,4,11,12529,-42,9,341,820,Eki,11,16,Beta,,
2016,4,12,12529,-28,9,342,850,Eki,12,19,Beta,,
2016,4,12,12530,11,15,21,30,Cso,4,3,Beta,,
2016,4,13,12529,-14,9,343,800,Eho,12,12,Beta,,
2016,4,13,12530,25,15,22,20,Cro,4,2,Beta,,
2016,4,14,12529,0,9,344,780,Eko,12,8,Beta,,
2016,4,14,12530,39,15,23,20,Hrx,3,2,Alpha,,
2016,4,14,12531,-59,14,285,10,Axx,1,1,Alpha,,
2016,4,15,12529,13,10,344,790,Eki,12,14,Beta,,
2016,4,15,12530,53,14,24,10,Axx,1,1,Alpha,,
2016,4,15,12531,-45,14,286,10,Axx,1,1,Alpha,,
2016,4,16,12529,24,10,341,740,Eki,13,36,Beta-Gamma,,
2016,4,16,12530,67,13,24,10,Axx,2,2,Alpha,,
2016,4,16,12531,-34,13,283,10,Axx,1,1,Alpha,,
2016,4,17,12529,37,10,340,720,Eki,14,18,Beta-Gamma,,
2016,4,17,12530,80,8,24,10,Axx,1,1,Alpha,,
2016,4,17,12532,-62,7,240,20,Cao,5,2,Beta,,
2016,4,17,12531,-20,13,284,,None,,,Plage,,
2016,4,18,12529,52,10,342,780,Eki,14,10,Beta-Gamma,,
2016,4,18,12532,-53,7,238,50,Cao,2,5,Beta,,
2016,4,18,12531,-6,13,285,,None,,,Plage,,
2016,4,19,12529,67,10,344,610,Cko,9,5,Beta,,
2016,4,19,12532,-40,6,237,30,Hax,5,3,Alpha,,
2016,4,19,12531,8,13,286,,None,,,Plage,,
2016,4,20,12529,81,10,346,600,Cko,5,5,Beta,,
2016,4,20,12532,-27,6,238,40,Cao,6,3,Beta,,
2016,4,20,12531,22,13,287,,None,,,Plage,,
2016,4,21,12532,-13,6,239,30,Cao,4,3,Beta,,
2016,4,21,12533,-68,-2,184,60,Hsx,2,1,Alpha,,
2016,4,21,12531,36,13,288,,None,,,Plage,,
2016,4,22,12532,1,6,239,20,Cro,4,3,Beta,,
2016,4,22,12533,-54,-2,184,60,Hsx,2,1,Alpha,,
2016,4,22,12531,50,13,288,,None,,,Plage,,
2016,4,23,12532,12,6,237,10,Axx,1,1,Alpha,,
2016,4,23,12533,-43,-2,182,60,Hsx,1,1,Alpha,,
2016,4,23,12531,64,13,289,,None,,,Plage,,
2016,4,24,12533,-30,-2,180,80,Hsx,1,1,Alpha,,
2016,4,24,12531,78,13,290,,None,,,Plage,,
2016,4,24,12532,27,6,239,,None,,,Plage,,
2016,4,25,12532,41,5,239,40,Cao,4,3,Beta,,
2016,4,25,12533,-15,-2,182,100,Hsx,2,1,Alpha,,
2016,4,25,12534,-48,6,149,10,Axx,1,1,Alpha,,
2016,4,25,12535,-74,5,124,60,Hax,1,1,Alpha,,
2016,4,26,12532,55,5,241,10,Bxo,4,5,Beta,,
2016,4,26,12533,-1,-2,185,100,Hsx,2,1,Alpha,,
2016,4,26,12535,-59,5,127,30,Hax,1,1,Alpha,,
2016,4,26,12534,-35,11,151,,None,,,Plage,,
2016,4,27,12532,68,6,240,10,Bxo,6,4,Beta,,
2016,4,27,12533,10,-2,182,100,Hsx,2,1,Alpha,,
2016,4,27,12535,-45,6,127,30,Hax,1,1,Alpha,,
2016,4,27,12536,-55,15,117,40,Dao,3,5,Beta,,
2016,4,27,12537,36,-7,208,20,Cro,3,4,Beta,,
2016,4,27,12534,-21,11,151,,None,,,Plage,,
2016,4,28,12532,82,5,241,20,Cro,3,2,Beta,,
2016,4,28,12533,24,-3,183,110,Hsx,3,1,Alpha,,
2016,4,28,12535,-30,6,129,20,Hsx,1,2,Alpha,,
2016,4,28,12536,-41,15,118,80,Dao,4,9,Beta,,
2016,4,28,12537,50,-7,209,40,Dao,6,9,Beta,,
2016,4,28,12538,-34,-4,125,10,Bxo,3,3,Beta,,
2016,4,28,12534,-7,11,152,,None,,,Plage,,
2016,4,29,12533,37,-2,183,90,Hsx,2,1,Alpha,,
2016,4,29,12535,-16,7,130,30,Cao,4,5,Beta,,
2016,4,29,12536,-28,16,118,70,Dai,6,7,Beta,,
2016,4,29,12537,65,-7,211,80,Dai,8,9,Beta,,
2016,4,29,12538,-22,-4,124,0,Axx,0,1,Alpha,,
2016,4,29,12539,-66,17,80,30,Hax,2,1,Alpha,,
2016,4,29,12534,7,11,153,,None,,,Plage,,
2016,4,30,12533,50,-2,183,80,Hsx,2,1,Alpha,,
2016,4,30,12535,-2,6,131,30,Cao,3,5,Beta,,
2016,4,30,12536,-16,16,117,90,Dai,6,8,Beta,,
2016,4,30,12537,77,-9,210,70,Dso,10,5,Beta,,
2016,4,30,12538,-7,-4,126,0,Axx,1,1,Alpha,,
2016,4,30,12539,-51,17,82,30,Cao,2,2,Beta,,
2016,4,30,12534,21,11,154,,None,,,Plage,,
2016,5,1,12533,64,-3,183,80,Hsx,2,1,Alpha,,
2016,5,1,12535,12,6,131,30,Cao,3,3,Beta,,
2016,5,1,12536,-2,16,117,100,Dai,5,9,Beta,,
2016,5,1,12537,90,-9,209,20,Hax,2,1,Alpha,,
2016,5,1,12539,-38,17,81,50,Cao,8,6,Beta,,
2016,5,1,12540,-51,21,68,20,Hrx,2,2,Alpha,,
2016,5,1,12534,35,11,154,,None,,,Plage,,
2016,5,1,12538,8,-4,127,,None,,,Plage,,
2016,5,2,12533,78,-3,184,70,Hsx,2,1,Alpha,,
2016,5,2,12535,27,6,133,40,Hax,2,3,Alpha,,
2016,5,2,12536,11,16,117,150,Dai,5,11,Beta,,
2016,5,2,12539,-22,16,84,100,Eai,12,8,Beta,,
2016,5,2,12540,-38,21,68,20,Hrx,2,3,Alpha,,
2016,5,2,12534,49,11,155,,None,,,Plage,,
2016,5,2,12538,23,-4,129,,None,,,Plage,,
2016,5,3,12535,42,7,135,30,Cao,2,3,Beta,,
2016,5,3,12536,26,16,119,90,Dao,6,9,Beta,,
2016,5,3,12539,-7,16,86,70,Eai,13,7,Beta,,
2016,5,3,12540,-24,22,69,10,Bxo,3,3,Beta,,
2016,5,3,12541,-64,4,29,10,Bxo,1,3,Beta,,
2016,5,3,12534,63,11,156,,None,,,Plage,,
2016,5,3,12538,38,-4,131,,None,,,Plage,,
2016,5,4,12535,55,7,135,20,Hax,1,1,Alpha,,
2016,5,4,12536,38,15,118,70,Dao,6,5,Beta,,
2016,5,4,12539,5,16,85,50,Eao,13,7,Beta,,
2016,5,4,12541,-52,4,28,20,Cro,4,4,Beta,,
2016,5,4,12534,77,11,157,,None,,,Plage,,
2016,5,4,12538,53,-4,133,,None,,,Plage,,
2016,5,4,12540,-10,22,70,,None,,,Plage,,
2016,5,5,12535,68,7,135,20,Hax,1,1,Alpha,,
2016,5,5,12536,51,15,118,70,Dao,6,8,Beta,,
2016,5,5,12539,18,16,85,10,Bxo,13,3,Beta,,
2016,5,5,12541,-39,4,28,20,Cro,4,3,Beta,,
2016,5,5,12542,-70,9,356,250,Cko,3,2,Beta,,
2016,5,5,12538,66,-4,133,,None,,,Plage,,
2016,5,5,12540,3,22,70,,None,,,Plage,,
2016,5,6,12536,66,14,119,20,Hsx,1,2,Alpha,,
2016,5,6,12539,29,16,82,20,Hrx,9,4,Alpha,,
2016,5,6,12541,-28,4,25,30,Dro,4,6,Beta,,
2016,5,6,12542,-56,10,357,120,Cso,3,3,Beta,,
2016,5,6,12535,83,7,136,,None,,,Plage,,
2016,5,6,12538,81,-4,134,,None,,,Plage,,
2016,5,6,12540,17,22,70,,None,,,Plage,,
2016,5,7,12536,78,15,117,10,Hsx,1,1,Alpha,,
2016,5,7,12539,38,17,77,10,Axx,2,2,Alpha,,
2016,5,7,12541,-14,4,25,10,Bxi,7,10,Beta,,
2016,5,7,12542,-42,10,357,150,Cso,4,3,Beta,,
2016,5,7,12540,31,22,71,,None,,,Plage,,
2016,5,8,12536,92,15,119,10,Hsx,1,1,Alpha,,
2016,5,8,12539,51,16,78,0,Axx,1,1,Alpha,,
2016,5,8,12541,0,4,27,20,Cro,5,5,Beta,,
2016,5,8,12542,-28,11,359,170,Hax,5,4,Alpha,,
2016,5,8,12540,45,22,72,,None,,,Plage,,
2016,5,9,12541,14,4,28,0,Axx,1,1,Alpha,,
2016,5,9,12542,-16,12,358,100,Cao,5,8,Beta,,
2016,5,9,12543,-12,-6,2,10,Bxo,4,3,Beta,,
2016,5,9,12539,65,16,79,,None,,,Plage,,
2016,5,9,12540,59,22,73,,None,,,Plage,,
2016,5,10,12541,29,4,29,0,Axx,0,1,Alpha,,
2016,5,10,12542,-3,12,357,150,Dai,5,16,Beta-Gamma,,
2016,5,10,12543,3,-5,3,30,Dso,4,7,Beta,,
2016,5,10,12544,-60,21,300,30,Cro,3,4,Beta,,
2016,5,10,12539,79,16,79,,None,,,Plage,,
2016,5,10,12540,73,22,73,,None,,,Plage,,
2016,5,11,12542,11,12,358,130,Cao,6,15,Beta-Gamma,,
2016,5,11,12543,15,-5,2,90,Dao,6,10,Beta-Gamma,,
2016,5,11,12544,-45,20,302,40,Dso,4,4,Beta,,
2016,5,11,12545,-5,-21,342,10,Hrx,1,1,Alpha,,
2016,5,11,12540,87,22,74,,None,,,Plage,,
2016,5,11,12541,44,4,31,,None,,,Plage,,
2016,5,12,12542,23,11,357,130,Cai,6,12,Beta,,
2016,5,12,12543,27,-5,1,110,Dai,7,9,Beta,,
2016,5,12,12544,-33,21,301,30,Cso,8,6,Beta,,
2016,5,12,12545,9,-21,343,30,Cro,5,5,Beta,,
2016,5,12,12541,59,4,33,,None,,,Plage,,
2016,5,13,12542,36,10,357,160,Dai,6,11,Beta-Gamma,,
2016,5,13,12543,40,-5,1,80,Dso,7,8,Beta,,
2016,5,13,12544,-21,20,300,20,Cro,5,3,Beta,,
2016,5,13,12545,21,-21,342,90,Dai,6,5,Beta,,
2016,5,13,12541,74,4,35,,None,,,Plage,,
2016,5,14,12542,50,10,358,160,Dac,5,16,Beta,,
2016,5,14,12543,54,-5,2,40,Dao,6,6,Beta,,
2016,5,14,12544,-11,21,297,20,Cro,7,6,Beta,,
2016,5,14,12545,35,-21,343,70,Cao,7,8,Beta,,
2016,5,14,12541,89,4,37,,None,,,Plage,,
2016,5,15,12542,64,10,358,140,Dac,6,12,Beta,,
2016,5,15,12543,69,-5,3,20,Cao,6,4,Beta,,
2016,5,15,12544,1,21,294,40,Dao,8,10,Beta,,
2016,5,15,12545,49,-21,343,60,Cao,7,11,Beta,,
2016,5,15,12546,-71,-7,223,250,Hhx,6,1,Alpha,,
2016,5,16,12542,77,11,358,110,Cai,4,4,Beta,,
2016,5,16,12543,80,-5,1,30,Cro,5,3,Beta,,
2016,5,16,12544,15,21,296,150,Dai,9,14,Beta-Gamma,,
2016,5,16,12545,65,-21,346,70,Cao,4,4,Beta,,
2016,5,16,12546,-57,-7,224,410,Hhx,5,2,Alpha,,
2016,5,17,12542,90,11,358,30,Hsx,2,1,Alpha,,
2016,5,17,12543,91,-5,359,10,Hsx,1,1,Alpha,,
2016,5,17,12544,27,20,295,160,Dai,9,20,Beta-Gamma,,
2016,5,17,12545,79,-20,347,20,Cro,3,2,Beta,,
2016,5,17,12546,-43,-7,225,540,Hhx,6,2,Alpha,,
2016,5,18,12544,41,22,296,120,Cao,8,11,Beta-Gamma,,
2016,5,18,12546,-33,-7,222,540,Cho,5,5,Beta,,
2016,5,19,12544,55,21,296,110,Cso,6,6,Beta,,
2016,5,19,12546,-19,-7,222,480,Cho,6,2,Beta,,
2016,5,20,12544,70,22,298,80,Hsx,2,1,Alpha,,
2016,5,20,12546,-7,-7,221,440,Cho,7,4,Beta,,
2016,5,20,12547,28,-18,256,10,Bxo,3,3,Beta,,
2016,5,21,12544,83,22,298,80,Hsx,2,1,Alpha,,
2016,5,21,12546,7,-7,222,520,Cho,7,9,Beta,,
2016,5,21,12547,42,-17,257,10,Bxo,4,3,Beta,,
2016,5,22,12546,21,-7,223,550,Cho,7,7,Beta,,
2016,5,22,12547,56,-17,258,,None,,,Plage,,
2016,5,23,12546,35,-7,224,480,Cho,6,5,Beta,,
2016,5,23,12547,70,-17,259,,None,,,Plage,,
2016,5,24,12546,49,-7,224,460,Hhx,6,3,Alpha,,
2016,5,24,12547,84,-17,259,,None,,,Plage,,
2016,5,25,12546,63,-7,225,450,Hhx,4,1,Alpha,,
2016,5,25,12548,8,13,170,10,Bxo,4,3,Beta,,
2016,5,26,12546,75,-7,224,330,Hhx,4,1,Alpha,,
2016,5,26,12548,22,13,171,50,Dao,6,6,Beta,,
2016,5,27,12546,88,-7,224,300,Hhx,3,1,Alpha,,
2016,5,27,12548,36,13,172,120,Dso,8,9,Beta,,
2016,5,28,12548,49,13,171,130,Dsi,8,9,Beta,,
2016,5,29,12548,62,13,171,120,Cso,8,8,Beta,,
2016,5,29,12549,-18,-14,91,20,Dro,4,3,Beta,,
2016,5,30,12548,78,14,174,60,Hsx,2,2,Alpha,,
2016,5,30,12549,-3,-14,93,20,Cro,5,3,Beta,,
2016,5,31,12548,91,13,174,40,Hsx,2,1,Alpha,,
2016,5,31,12549,9,-14,92,10,Bxo,6,5,Beta,,
2016,5,31,12550,31,15,114,20,Cro,4,6,Beta,,
2016,5,31,12551,44,4,127,10,Bxo,4,4,Beta,,
2016,6,1,12549,24,-13,93,0,Axx,0,1,Alpha,,
2016,6,1,12550,45,15,114,20,Cro,8,4,Beta,,
2016,6,1,12551,58,4,127,40,Dso,5,5,Beta,,
2016,6,2,12550,58,15,114,10,Bxo,5,4,Beta,,
2016,6,2,12551,71,4,127,60,Cso,7,6,Beta,,
2016,6,2,12549,38,-13,94,,None,,,Plage,,
2016,6,3,12550,72,15,115,10,Bxo,5,4,Beta,,
2016,6,3,12551,85,4,128,90,Cso,8,3,Beta,,
2016,6,3,12549,52,-13,95,,None,,,Plage,,
2016,6,4,12549,66,-13,96,,None,,,Plage,,
2016,6,4,12550,86,15,116,,None,,,Plage,,
2016,6,5,12549,80,-13,96,,None,,,Plage,,
2016,6,8,12552,22,16,359,10,Bxo,1,2,Beta,,
2016,6,9,12552,35,17,359,20,Cro,1,5,Beta,,
2016,6,10,12552,48,15,358,140,Dac,4,12,Beta-Delta,,
2016,6,11,12552,62,14,359,60,Dai,4,7,Beta-Delta,,
2016,6,11,12553,-71,-6,226,120,Hsx,6,1,Alpha,,
2016,6,12,12552,75,15,359,150,Dao,5,5,Beta,,
2016,6,12,12553,-56,-6,228,270,Hhx,4,1,Alpha,,
2016,6,12,12554,33,8,317,20,Dro,3,4,Beta,,
2016,6,13,12552,91,14,2,80,Cao,3,2,Beta,,
2016,6,13,12553,-43,-6,228,330,Hhx,3,1,Alpha,,
2016,6,13,12554,45,8,316,90,Dao,4,6,Beta,,
2016,6,14,12553,-31,-6,226,290,Hhx,3,1,Alpha,,
2016,6,14,12554,58,8,315,120,Dao,5,6,Beta,,
