designation,timestamp,center_longitude,center_latitude,minX,minY,maxX,maxY,strength,eta at east limb,days from east limb,center_red,center_green,center_blue,txt_url
FS-2021-013,2022-01-03.0,316.3,-21.7,311,-27,323,-15,466,2022-01-08.3,5.3,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.03_00:00:00.txt
FS-2022-001,2022-01-03.5,8.7,-34.4,1,-40,17,-31,793,2022-01-03.7,0.7,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.03_12:00:00.txt
FS-2021-013,2022-01-03.5,316.4,-21.6,311,-27,323,-15,397,2022-01-07.7,4.7,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.03_12:00:00.txt
FS-2022-002,2022-01-03.5,247.8,32.7,241,31,257,39,606,2022-01-13.7,10.7,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.03_12:00:00.txt
FS-2022-001,2022-01-04.0,6.2,-34.4,1,-40,10,-31,467,2022-01-04.4,0.4,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.04_00:00:00.txt
FS-2021-013,2022-01-04.0,317.7,-21.6,311,-29,327,-15,574,2022-01-08.1,4.1,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.04_00:00:00.txt
FS-2022-002,2022-01-04.0,247.1,32.7,237,31,257,39,591,2022-01-14.2,10.2,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.04_00:00:00.txt
FS-2022-001,2022-01-04.5,2.1,-34.0,1,-36,4,-31,132,2022-01-04.2,0.2,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.04_12:00:00.txt
FS-2021-013,2022-01-04.5,317.8,-21.5,311,-29,327,-15,438,2022-01-07.6,3.6,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.04_12:00:00.txt
FS-2022-003,2022-01-04.5,320.6,30.0,317,29,328,31,413,2022-01-07.8,3.8,159,31,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.04_12:00:00.txt
FS-2022-002,2022-01-04.5,247.3,32.9,237,28,257,40,956,2022-01-13.7,9.7,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.04_12:00:00.txt
FS-2021-013,2022-01-05.0,316.9,-22.8,311,-29,327,-15,612,2022-01-08.2,3.2,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.05_00:00:00.txt
FS-2022-003,2022-01-05.0,321.0,30.1,317,29,328,31,295,2022-01-08.2,3.2,159,31,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.05_00:00:00.txt
FS-2022-002,2022-01-05.0,246.7,32.5,234,28,259,40,1008,2022-01-14.2,9.2,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.05_00:00:00.txt
FS-2022-003,2022-01-05.5,320.5,30.0,316,29,328,31,365,2022-01-07.7,2.7,159,31,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.05_12:00:00.txt
FS-2021-013,2022-01-05.5,315.8,-22.7,311,-29,322,-15,473,2022-01-07.8,2.8,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.05_12:00:00.txt
FS-2022-002,2022-01-05.5,247.0,32.6,234,27,259,41,1181,2022-01-13.6,8.6,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.05_12:00:00.txt
FS-2022-003,2022-01-06.0,321.1,30.2,316,29,325,31,170,2022-01-08.2,2.2,159,31,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.06_00:00:00.txt
FS-2021-013,2022-01-06.0,315.2,-22.4,304,-29,325,-15,996,2022-01-08.3,2.3,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.06_00:00:00.txt
FS-2022-002,2022-01-06.0,247.1,32.4,234,27,259,41,1199,2022-01-14.1,8.1,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.06_00:00:00.txt
FS-2022-003,2022-01-06.5,319.9,30.0,316,29,325,31,272,2022-01-07.8,1.8,159,31,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.06_12:00:00.txt
FS-2021-013,2022-01-06.5,314.6,-22.1,304,-29,325,-13,1052,2022-01-07.8,1.8,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.06_12:00:00.txt
FS-2022-002,2022-01-06.5,246.4,31.5,237,30,257,32,1327,2022-01-13.6,7.6,224,0,175,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.06_12:00:00.txt
FS-2022-003,2022-01-07.0,319.5,30.1,316,29,323,31,141,2022-01-08.3,1.3,159,31,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.07_00:00:00.txt
FS-2021-013,2022-01-07.0,314.4,-22.3,304,-29,325,-13,1066,2022-01-08.4,1.4,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.07_00:00:00.txt
FS-2022-002,2022-01-07.0,246.2,31.7,237,30,257,32,1172,2022-01-14.1,7.1,224,0,175,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.07_00:00:00.txt
FS-2022-003,2022-01-07.5,319.5,30.3,316,29,323,31,247,2022-01-07.8,0.8,159,31,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.07_12:00:00.txt
FS-2021-013,2022-01-07.5,313.3,-22.2,302,-29,323,-13,823,2022-01-07.9,0.9,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.07_12:00:00.txt
FS-2022-002,2022-01-07.5,245.4,31.0,235,30,256,32,1165,2022-01-13.6,6.6,224,0,175,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.07_12:00:00.txt
FS-2022-003,2022-01-08.0,319.3,30.4,318,29,323,31,119,2022-01-08.3,0.3,159,31,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.08_00:00:00.txt
FS-2021-013,2022-01-08.0,311.1,-22.5,302,-29,319,-15,708,2022-01-08.6,0.6,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.08_00:00:00.txt
FS-2022-002,2022-01-08.0,245.5,31.9,235,30,255,32,1045,2022-01-14.1,6.1,224,0,175,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.08_00:00:00.txt
FS-2022-004,2022-01-08.0,213.9,20.9,206,16,221,28,646,2022-01-16.3,8.3,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.08_00:00:00.txt
FS-2022-003,2022-01-08.5,316.0,31.5,306,-60,317,32,4,2022-01-08.0,0.0,156,97,111,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.08_12:00:00.txt
FS-2021-013,2022-01-08.5,307.5,-22.6,302,-25,313,-15,304,2022-01-08.4,0.4,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.08_12:00:00.txt
FS-2022-002,2022-01-08.5,245.2,31.2,235,30,254,32,993,2022-01-13.6,5.6,224,0,175,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.08_12:00:00.txt
FS-2022-004,2022-01-08.5,212.2,21.4,201,16,221,28,666,2022-01-15.9,7.9,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.08_12:00:00.txt
FS-2021-013,2022-01-09.0,304.2,-22.5,303,-25,306,-19,67,2022-01-09.1,0.1,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.09_00:00:00.txt
FS-2022-002,2022-01-09.0,245.7,31.3,241,30,254,32,929,2022-01-14.1,5.1,224,0,175,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.09_00:00:00.txt
FS-2022-004,2022-01-09.0,213.2,20.7,201,14,223,28,805,2022-01-16.3,7.3,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.09_00:00:00.txt
FS-2022-002,2022-01-09.5,245.7,30.7,241,29,254,31,685,2022-01-13.5,4.5,190,0,159,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.09_12:00:00.txt
FS-2022-004,2022-01-09.5,210.4,21.5,198,14,223,30,1048,2022-01-16.0,7.0,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.09_12:00:00.txt
FS-2022-002,2022-01-10.0,246.0,31.1,241,30,252,32,712,2022-01-14.0,4.0,224,0,175,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.10_00:00:00.txt
FS-2022-004,2022-01-10.0,212.3,21.0,198,14,223,30,1393,2022-01-16.4,6.4,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.10_00:00:00.txt
FS-2022-002,2022-01-10.5,247.2,32.4,241,25,259,42,653,2022-01-13.4,3.4,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.10_12:00:00.txt
FS-2022-004,2022-01-10.5,212.1,22.0,198,14,223,33,1457,2022-01-15.9,5.9,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.10_12:00:00.txt
FS-2022-002,2022-01-11.0,246.5,32.3,241,25,259,42,621,2022-01-13.9,2.9,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.11_00:00:00.txt
FS-2022-004,2022-01-11.0,213.0,21.6,200,13,223,33,1505,2022-01-16.3,5.3,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.11_00:00:00.txt
FS-2022-002,2022-01-11.5,246.3,33.0,241,28,259,42,504,2022-01-13.4,2.4,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.11_12:00:00.txt
FS-2022-004,2022-01-11.5,212.8,21.9,200,13,224,33,1601,2022-01-15.8,4.8,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.11_12:00:00.txt
FS-2022-002,2022-01-12.0,245.5,32.3,241,31,252,37,417,2022-01-14.0,2.0,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.12_00:00:00.txt
FS-2022-004,2022-01-12.0,212.8,21.5,201,12,224,33,1411,2022-01-16.4,4.4,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.12_00:00:00.txt
FS-2022-002,2022-01-12.5,246.6,33.6,241,31,256,42,495,2022-01-13.4,1.4,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.12_12:00:00.txt
FS-2022-004,2022-01-12.5,212.8,21.6,201,12,224,33,1548,2022-01-15.8,3.8,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.12_12:00:00.txt
FS-2022-002,2022-01-13.0,247.2,33.8,241,31,256,42,472,2022-01-13.8,0.8,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.13_00:00:00.txt
FS-2022-004,2022-01-13.0,212.5,21.9,202,12,223,33,1151,2022-01-16.4,3.4,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.13_00:00:00.txt
FS-2022-002,2022-01-13.5,245.9,33.8,241,31,252,40,331,2022-01-13.4,0.4,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.13_12:00:00.txt
FS-2022-004,2022-01-13.5,213.0,22.2,202,13,223,34,1268,2022-01-15.8,2.8,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.13_12:00:00.txt
FS-2022-002,2022-01-14.0,242.3,33.9,241,32,245,38,100,2022-01-14.2,0.2,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.14_00:00:00.txt
FS-2022-004,2022-01-14.0,212.7,22.5,202,13,223,34,854,2022-01-16.3,2.3,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.14_00:00:00.txt
FS-2022-004,2022-01-14.5,213.7,22.9,204,13,223,34,854,2022-01-15.8,1.8,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.14_12:00:00.txt
FS-2022-004,2022-01-15.0,213.4,23.3,206,13,223,33,396,2022-01-16.3,1.3,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.15_00:00:00.txt
FS-2022-004,2022-01-15.5,215.2,25.2,209,14,223,33,267,2022-01-15.7,0.7,191,191,191,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.15_12:00:00.txt
FS-2022-005,2022-01-16.0,128.8,25.2,1,-84,359,89,421,2022-01-22.9,6.9,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.16_00:00:00.txt
FS-2022-005,2022-01-16.5,140.8,26.2,121,19,157,35,1196,2022-01-21.4,5.4,0,51,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.16_12:00:00.txt
FS-2022-005,2022-01-17.0,138.2,25.9,121,19,157,35,1015,2022-01-22.1,5.1,0,51,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.17_00:00:00.txt
FS-2022-005,2022-01-17.5,139.6,26.2,121,19,157,35,1033,2022-01-21.5,4.5,0,51,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.17_12:00:00.txt
FS-2022-005,2022-01-18.0,132.6,23.9,131,21,133,24,807,2022-01-22.5,4.5,100,1,2,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.18_00:00:00.txt
FS-2022-005,2022-01-18.5,132.8,24.5,131,23,133,25,690,2022-01-22.0,4.0,10,46,115,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.18_12:00:00.txt
FS-2022-005,2022-01-19.0,131.4,22.5,1,-84,359,89,414,2022-01-22.6,3.6,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.19_00:00:00.txt
FS-2022-005,2022-01-19.5,130.3,26.7,1,-84,359,89,150,2022-01-22.2,3.2,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.19_12:00:00.txt
FS-2022-005,2022-01-20.0,132.3,28.6,130,27,133,29,41,2022-01-22.6,2.6,14,44,109,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.20_00:00:00.txt
FS-2022-005,2022-01-20.5,132.4,28.7,130,27,133,29,69,2022-01-22.0,2.0,14,44,109,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.20_12:00:00.txt
FS-2022-005,2022-01-21.0,132.3,29.1,130,28,133,30,20,2022-01-22.5,1.5,15,43,108,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.21_00:00:00.txt
FS-2022-005,2022-01-21.5,132.4,29.2,130,28,133,30,32,2022-01-22.0,1.0,15,43,108,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.21_12:00:00.txt
FS-2022-006,2022-01-27.5,327.8,25.5,321,21,335,33,423,2022-02-03.6,7.6,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.27_12:00:00.txt
FS-2022-006,2022-01-28.0,328.2,25.1,321,21,336,33,398,2022-02-04.1,7.1,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.28_00:00:00.txt
FS-2022-007,2022-01-28.5,348.4,24.9,343,21,355,30,504,2022-02-02.0,5.0,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.28_12:00:00.txt
FS-2022-006,2022-01-28.5,328.3,24.8,321,21,336,33,643,2022-02-03.6,6.6,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.28_12:00:00.txt
FS-2022-007,2022-01-29.0,348.5,24.8,343,21,355,30,449,2022-02-02.5,4.5,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.29_00:00:00.txt
FS-2022-006,2022-01-29.0,329.5,23.7,321,18,338,30,765,2022-02-03.9,5.9,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.29_00:00:00.txt
FS-2022-007,2022-01-29.5,348.7,24.6,343,21,356,30,516,2022-02-02.0,4.0,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.29_12:00:00.txt
FS-2022-006,2022-01-29.5,329.9,24.5,321,18,339,35,911,2022-02-03.4,5.4,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.29_12:00:00.txt
FS-2022-007,2022-01-30.0,349.0,24.1,343,21,356,30,389,2022-02-02.4,3.4,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.30_00:00:00.txt
FS-2022-006,2022-01-30.0,330.7,24.0,322,18,339,35,691,2022-02-03.8,4.8,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.30_00:00:00.txt
FS-2022-007,2022-01-30.5,349.1,25.5,310,18,355,37,97,2022-02-01.9,2.9,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.30_12:00:00.txt
FS-2022-006,2022-01-30.5,333.0,26.1,310,18,355,37,1409,2022-02-03.2,4.2,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.30_12:00:00.txt
FS-2022-007,2022-01-31.0,355.0,22.5,354,21,356,23,6,2022-02-01.9,1.9,58,0,109,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.31_00:00:00.txt
FS-2022-006,2022-01-31.0,333.2,26.2,310,19,355,37,1069,2022-02-03.7,3.7,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.31_00:00:00.txt
FS-2022-006,2022-01-31.5,334.0,26.0,310,19,355,37,1096,2022-02-03.1,3.1,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.01.31_12:00:00.txt
FS-2022-006,2022-02-01.0,334.2,25.0,322,19,353,37,526,2022-02-03.6,2.6,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.01_00:00:00.txt
FS-2022-006,2022-02-01.5,335.2,24.2,322,19,353,37,608,2022-02-03.0,2.0,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.01_12:00:00.txt
FS-2022-006,2022-02-02.0,335.5,23.5,325,20,349,28,456,2022-02-03.4,1.4,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.02_00:00:00.txt
FS-2022-006,2022-02-02.5,336.8,23.3,327,20,348,28,540,2022-02-02.8,0.8,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.02_12:00:00.txt
FS-2022-006,2022-02-03.0,335.1,23.5,327,21,341,28,258,2022-02-03.4,0.4,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.03_00:00:00.txt
FS-2022-008,2022-02-03.0,215.5,27.2,209,23,223,33,412,2022-02-12.8,9.8,0,255,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.03_00:00:00.txt
FS-2022-006,2022-02-03.5,332.4,23.9,331,22,333,24,96,2022-02-03.1,0.1,6,0,239,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.03_12:00:00.txt
FS-2022-008,2022-02-03.5,215.1,26.5,209,23,223,33,380,2022-02-12.3,9.3,0,255,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.03_12:00:00.txt
FS-2022-008,2022-02-04.0,213.4,25.5,204,20,223,33,555,2022-02-12.9,8.9,0,255,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.04_00:00:00.txt
FS-2022-001,2022-02-06.0,232.1,15.6,220,2,239,26,911,2022-02-11.2,5.2,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.06_00:00:00.txt
FS-2022-001,2022-02-06.5,231.2,16.9,220,2,239,26,668,2022-02-10.7,4.7,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.06_12:00:00.txt
FS-2022-001,2022-02-07.0,230.8,17.4,220,2,239,30,952,2022-02-11.3,4.3,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.07_00:00:00.txt
FS-2022-001,2022-02-07.5,229.3,19.3,220,5,239,30,471,2022-02-10.9,3.9,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.07_12:00:00.txt
FS-2022-001,2022-02-08.0,230.8,20.8,220,5,239,30,829,2022-02-11.4,3.4,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.08_00:00:00.txt
FS-2022-001,2022-02-08.5,230.2,24.3,224,9,239,30,408,2022-02-11.0,3.0,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.08_12:00:00.txt
FS-2022-001,2022-02-09.0,228.6,24.2,219,9,239,33,894,2022-02-11.6,2.6,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.09_00:00:00.txt
FS-2022-002,2022-02-09.0,114.8,18.7,107,16,119,24,451,2022-02-20.1,11.1,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.09_00:00:00.txt
FS-2022-001,2022-02-09.5,227.6,26.4,219,19,239,33,619,2022-02-11.2,2.2,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.09_12:00:00.txt
FS-2022-002,2022-02-09.5,114.5,18.9,107,16,119,24,474,2022-02-19.7,10.7,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.09_12:00:00.txt
FS-2022-001,2022-02-10.0,227.0,26.3,218,19,239,33,609,2022-02-11.7,1.7,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.10_00:00:00.txt
FS-2022-002,2022-02-10.0,112.8,19.3,103,16,119,26,744,2022-02-20.3,10.3,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.10_00:00:00.txt
FS-2022-001,2022-02-10.5,226.8,27.7,218,23,239,33,347,2022-02-11.2,1.2,0,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.10_12:00:00.txt
FS-2022-002,2022-02-10.5,112.8,19.1,103,14,119,26,818,2022-02-19.8,9.8,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.10_12:00:00.txt
FS-2022-001,2022-02-11.0,224.0,27.7,222,26,227,28,220,2022-02-12.0,1.0,21,0,201,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.11_00:00:00.txt
FS-2022-002,2022-02-11.0,111.6,19.2,102,14,119,26,1085,2022-02-20.4,9.4,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.11_00:00:00.txt
FS-2022-001,2022-02-11.5,224.1,28.3,223,27,225,29,154,2022-02-11.4,0.4,12,0,226,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.11_12:00:00.txt
FS-2022-002,2022-02-11.5,111.3,18.9,100,14,123,26,1123,2022-02-19.9,8.9,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.11_12:00:00.txt
FS-2022-001,2022-02-12.0,223.0,28.5,222,27,224,29,5,2022-02-12.0,0.0,173,149,129,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.12_00:00:00.txt
FS-2022-002,2022-02-12.0,111.2,19.5,100,14,123,28,1290,2022-02-20.4,8.4,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.12_00:00:00.txt
FS-2022-002,2022-02-12.5,108.5,20.0,87,14,123,30,1603,2022-02-20.2,8.2,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.12_12:00:00.txt
FS-2022-002,2022-02-13.0,107.1,20.9,85,14,123,35,1822,2022-02-20.8,7.8,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.13_00:00:00.txt
FS-2022-002,2022-02-13.5,107.0,21.4,85,13,123,37,2246,2022-02-20.3,7.3,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.13_12:00:00.txt
FS-2022-002,2022-02-14.0,105.7,22.7,84,13,123,37,2717,2022-02-20.9,6.9,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2022.02.14_00:00:00.txt
