designation,timestamp,center_longitude,center_latitude,minX,minY,maxX,maxY,strength,eta at east limb,days from east limb,center_red,center_green,center_blue,txt_url
FS-2017-001,2017-02-16.0,118.0,-3.9,112,-6,123,-1,226,2017-02-18.2,2.2,127,127,127,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.02.16_00:00:00.txt
FS-2017-002,2017-02-16.0,103.7,16.7,96,13,112,23,430,2017-02-19.5,3.5,255,255,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.02.16_00:00:00.txt
FS-2017-001,2017-02-16.5,115.6,-3.3,112,-4,119,-1,91,2017-02-17.9,1.9,127,127,127,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.02.16_12:00:00.txt
FS-2017-002,2017-02-16.5,103.2,17.2,96,14,110,23,348,2017-02-19.1,3.1,255,255,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.02.16_12:00:00.txt
FS-2017-002,2017-02-17.0,102.5,17.6,96,14,110,23,269,2017-02-19.6,2.6,255,255,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.02.17_00:00:00.txt
FS-2017-002,2017-02-17.5,103.1,17.4,96,14,110,23,189,2017-02-19.1,2.1,255,255,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.02.17_12:00:00.txt
FS-2017-002,2017-02-18.0,100.0,17.7,96,16,104,22,146,2017-02-19.8,1.8,255,255,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.02.18_00:00:00.txt
FS-2017-002,2017-02-18.5,98.9,17.9,97,16,99,18,80,2017-02-19.4,1.4,244,236,236,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.02.18_12:00:00.txt
FS-2017-002,2017-02-19.0,98.7,18.1,97,17,99,19,93,2017-02-19.9,0.9,253,251,251,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.02.19_00:00:00.txt
FS-2017-002,2017-02-19.5,97.0,19.5,94,18,99,21,21,2017-02-19.6,0.6,108,11,11,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.02.19_12:00:00.txt
FS-2017-002,2017-02-20.0,96.3,20.0,95,19,97,21,28,2017-02-20.1,0.1,227,208,208,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.02.20_00:00:00.txt
FS-2017-003,2017-03-12.5,111.1,26.8,102,22,123,33,510,2017-03-18.1,6.1,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.03.12_12:00:00.txt
FS-2017-003,2017-03-13.0,109.5,25.0,100,16,123,33,745,2017-03-18.6,5.6,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.03.13_00:00:00.txt
FS-2017-003,2017-03-13.5,108.9,24.3,100,16,123,33,815,2017-03-18.1,5.1,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.03.13_12:00:00.txt
FS-2017-003,2017-03-14.0,107.9,23.6,100,16,117,33,530,2017-03-18.7,4.7,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.03.14_00:00:00.txt
FS-2017-003,2017-03-14.5,107.1,23.1,100,16,115,33,452,2017-03-18.2,4.2,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.03.14_12:00:00.txt
FS-2017-003,2017-03-15.0,106.7,22.4,100,18,113,30,191,2017-03-18.7,3.7,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.03.15_00:00:00.txt
FS-2017-003,2017-03-15.5,105.3,20.2,102,18,108,24,108,2017-03-18.3,3.3,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.03.15_12:00:00.txt
FS-2017-003,2017-03-16.0,106.0,21.3,105,20,107,22,53,2017-03-18.7,2.7,2,37,250,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.03.16_00:00:00.txt
FS-2017-003,2017-03-16.5,104.7,19.1,103,18,105,20,26,2017-03-18.3,2.3,10,34,230,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.03.16_12:00:00.txt
FS-2017-004,2017-04-09.0,57.9,14.4,51,12,67,21,477,2017-04-18.5,9.5,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.09_00:00:00.txt
FS-2017-004,2017-04-09.5,56.9,14.5,49,12,67,21,477,2017-04-18.1,9.1,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.09_12:00:00.txt
FS-2017-004,2017-04-10.0,57.1,15.1,49,12,67,22,634,2017-04-18.6,8.6,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.10_00:00:00.txt
FS-2017-004,2017-04-10.5,56.3,14.9,48,11,63,22,671,2017-04-18.2,8.2,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.10_12:00:00.txt
FS-2017-004,2017-04-11.0,56.8,15.3,48,11,63,22,687,2017-04-18.6,7.6,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.11_00:00:00.txt
FS-2017-004,2017-04-11.5,57.4,14.4,48,9,69,22,760,2017-04-18.1,7.1,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.11_12:00:00.txt
FS-2017-004,2017-04-12.0,59.2,14.2,58,11,60,22,815,2017-04-18.4,6.4,1,163,254,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.12_00:00:00.txt
FS-2017-004,2017-04-12.5,60.0,13.4,59,12,61,20,918,2017-04-17.8,5.8,88,51,168,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.12_12:00:00.txt
FS-2017-004,2017-04-13.0,61.5,13.4,60,12,62,19,842,2017-04-18.2,5.2,21,137,234,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.13_00:00:00.txt
FS-2017-004,2017-04-13.5,63.1,13.0,51,5,77,22,995,2017-04-17.6,4.6,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.13_12:00:00.txt
FS-2017-004,2017-04-14.0,63.4,13.7,53,5,77,23,872,2017-04-18.1,4.1,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.14_00:00:00.txt
FS-2017-004,2017-04-14.5,63.3,12.9,62,11,64,13,973,2017-04-17.6,3.6,83,31,47,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.14_12:00:00.txt
FS-2017-005,2017-04-14.5,17.2,-8.8,9,-11,26,-4,409,2017-04-20.9,6.9,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.14_12:00:00.txt
FS-2017-004,2017-04-15.0,63.7,13.2,55,3,74,23,765,2017-04-18.1,3.1,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.15_00:00:00.txt
FS-2017-005,2017-04-15.0,17.8,-9.0,9,-13,28,-4,449,2017-04-21.3,6.3,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.15_00:00:00.txt
FS-2017-004,2017-04-15.5,64.7,13.3,55,3,74,21,953,2017-04-17.5,2.5,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.15_12:00:00.txt
FS-2017-005,2017-04-15.5,17.5,-8.8,8,-13,28,-3,670,2017-04-20.9,5.9,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.15_12:00:00.txt
FS-2017-004,2017-04-16.0,65.7,13.6,55,9,74,19,842,2017-04-17.9,1.9,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.16_00:00:00.txt
FS-2017-005,2017-04-16.0,16.5,-9.3,7,-14,28,-3,715,2017-04-21.4,5.4,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.16_00:00:00.txt
FS-2017-004,2017-04-16.5,65.5,14.0,55,9,74,21,784,2017-04-17.5,1.5,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.16_12:00:00.txt
FS-2017-005,2017-04-16.5,15.7,-8.8,7,-14,28,-1,796,2017-04-21.0,5.0,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.16_12:00:00.txt
FS-2017-004,2017-04-17.0,65.5,13.9,55,9,74,21,644,2017-04-18.0,1.0,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.17_00:00:00.txt
FS-2017-005,2017-04-17.0,15.8,-8.9,7,-14,29,-1,630,2017-04-21.5,4.5,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.17_00:00:00.txt
FS-2017-004,2017-04-17.5,64.9,14.0,57,10,71,21,552,2017-04-17.5,0.5,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.17_12:00:00.txt
FS-2017-005,2017-04-17.5,14.4,-8.3,7,-13,29,-1,656,2017-04-21.1,4.1,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.17_12:00:00.txt
FS-2017-004,2017-04-18.0,62.0,14.6,57,11,65,19,164,2017-04-18.2,0.2,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.18_00:00:00.txt
FS-2017-005,2017-04-18.0,14.6,-8.5,7,-13,29,-1,550,2017-04-21.6,3.6,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.18_00:00:00.txt
FS-2017-005,2017-04-18.5,14.0,-8.6,7,-13,26,-1,592,2017-04-21.2,3.2,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.18_12:00:00.txt
FS-2017-005,2017-04-19.0,13.8,-8.9,7,-13,20,-3,468,2017-04-21.7,2.7,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.19_00:00:00.txt
FS-2017-005,2017-04-19.5,14.0,-9.1,7,-13,23,-3,464,2017-04-21.2,2.2,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.19_12:00:00.txt
FS-2017-005,2017-04-20.0,14.6,-8.7,7,-11,23,-4,242,2017-04-21.6,1.6,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.20_00:00:00.txt
FS-2017-005,2017-04-20.5,13.3,-9.1,12,-10,14,-8,189,2017-04-21.2,1.2,4,146,146,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.04.20_12:00:00.txt
FS-2017-006,2017-07-22.5,115.3,-6.3,109,-9,119,-1,433,2017-07-31.4,9.4,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.22_12:00:00.txt
FS-2017-006,2017-07-23.0,114.7,-6.3,107,-9,119,-1,494,2017-07-31.9,8.9,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.23_00:00:00.txt
FS-2017-006,2017-07-23.5,114.9,-5.7,107,-9,119,-1,584,2017-07-31.4,8.4,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.23_12:00:00.txt
FS-2017-006,2017-07-24.0,115.0,-5.7,107,-9,119,-1,508,2017-07-31.9,7.9,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.24_00:00:00.txt
FS-2017-006,2017-07-24.5,115.3,-5.5,107,-9,119,-1,553,2017-07-31.4,7.4,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.24_12:00:00.txt
FS-2017-006,2017-07-25.0,115.2,-5.5,109,-9,119,-1,531,2017-07-31.9,6.9,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.25_00:00:00.txt
FS-2017-006,2017-07-25.5,114.8,-5.6,109,-11,119,-1,658,2017-07-31.4,6.4,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.25_12:00:00.txt
FS-2017-006,2017-07-26.0,114.7,-5.7,109,-11,119,-1,615,2017-08-01.0,6.0,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.26_00:00:00.txt
FS-2017-006,2017-07-26.5,114.4,-5.4,109,-11,119,3,744,2017-07-31.5,5.5,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.26_12:00:00.txt
FS-2017-006,2017-07-27.0,113.9,-5.9,107,-11,119,3,809,2017-08-01.0,5.0,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.27_00:00:00.txt
FS-2017-006,2017-07-27.5,113.5,-6.0,107,-11,119,3,826,2017-07-31.6,4.6,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.27_12:00:00.txt
FS-2017-006,2017-07-28.0,113.3,-6.4,107,-13,119,-1,826,2017-08-01.1,4.1,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.28_00:00:00.txt
FS-2017-006,2017-07-28.5,112.7,-6.4,105,-13,119,-1,796,2017-07-31.6,3.6,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.28_12:00:00.txt
FS-2017-006,2017-07-29.0,113.1,-6.7,105,-13,119,-1,810,2017-08-01.1,3.1,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.29_00:00:00.txt
FS-2017-006,2017-07-29.5,112.4,-6.5,105,-13,119,-1,776,2017-07-31.7,2.7,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.29_12:00:00.txt
FS-2017-006,2017-07-30.0,112.8,-6.5,105,-13,119,-1,722,2017-08-01.2,2.2,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.30_00:00:00.txt
FS-2017-006,2017-07-30.5,112.5,-5.9,105,-11,119,-1,561,2017-07-31.7,1.7,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.30_12:00:00.txt
FS-2017-006,2017-07-31.0,112.7,-5.9,105,-11,119,-1,499,2017-08-01.2,1.2,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.31_00:00:00.txt
FS-2017-006,2017-07-31.5,112.1,-5.1,105,-9,119,-1,414,2017-07-31.7,0.7,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.07.31_12:00:00.txt
FS-2017-006,2017-08-01.0,110.8,-5.1,105,-9,115,-1,294,2017-08-01.3,0.3,127,140,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.08.01_00:00:00.txt
FS-2017-006,2017-08-01.5,107.0,-5.0,106,-6,108,-2,54,2017-08-01.1,0.1,127,139,25,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.08.01_12:00:00.txt
FS-2017-007,2017-09-15.0,119.7,-8.1,118,-11,120,-3,552,2017-09-24.1,9.1,10,117,10,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.15_00:00:00.txt
FS-2017-007,2017-09-15.5,120.2,-9.0,119,-13,121,-3,585,2017-09-23.6,8.6,122,6,122,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.15_12:00:00.txt
FS-2017-007,2017-09-16.0,120.8,-8.7,119,-13,121,-3,708,2017-09-24.0,8.0,122,6,122,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.16_00:00:00.txt
FS-2017-008,2017-09-16.5,172.0,-12.3,166,-18,179,-3,684,2017-09-19.7,3.7,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.16_12:00:00.txt
FS-2017-007,2017-09-16.5,121.7,-10.1,120,-13,122,-4,863,2017-09-23.5,7.5,12,114,12,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.16_12:00:00.txt
FS-2017-008,2017-09-17.0,172.1,-12.0,166,-18,179,-3,538,2017-09-20.2,3.2,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.17_00:00:00.txt
FS-2017-007,2017-09-17.0,121.6,-9.7,120,-13,122,-4,889,2017-09-24.0,7.0,12,114,12,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.17_00:00:00.txt
FS-2017-009,2017-09-17.0,107.2,14.0,98,9,114,19,639,2017-09-24.9,7.9,191,63,127,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.17_00:00:00.txt
FS-2017-008,2017-09-17.5,172.0,-12.1,166,-18,179,-3,608,2017-09-19.7,2.7,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.17_12:00:00.txt
FS-2017-007,2017-09-17.5,122.6,-10.1,111,-18,132,-1,1202,2017-09-23.4,6.4,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.17_12:00:00.txt
FS-2017-009,2017-09-17.5,107.5,13.9,98,9,114,19,541,2017-09-24.4,7.4,191,63,127,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.17_12:00:00.txt
FS-2017-008,2017-09-18.0,171.8,-11.8,168,-16,178,-3,304,2017-09-20.3,2.3,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.18_00:00:00.txt
FS-2017-007,2017-09-18.0,123.1,-9.5,111,-18,132,3,1277,2017-09-23.9,5.9,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.18_00:00:00.txt
FS-2017-009,2017-09-18.0,107.0,13.9,98,9,115,21,774,2017-09-24.9,6.9,191,63,127,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.18_00:00:00.txt
FS-2017-008,2017-09-18.5,171.7,-11.7,168,-16,178,-3,371,2017-09-19.8,1.8,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.18_12:00:00.txt
FS-2017-007,2017-09-18.5,123.9,-10.3,114,-18,132,3,1426,2017-09-23.3,5.3,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.18_12:00:00.txt
FS-2017-009,2017-09-18.5,107.1,13.6,98,10,115,21,633,2017-09-24.4,6.4,191,63,127,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.18_12:00:00.txt
FS-2017-008,2017-09-19.0,170.4,-10.2,168,-13,173,-6,132,2017-09-20.4,1.4,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.19_00:00:00.txt
FS-2017-007,2017-09-19.0,124.2,-10.1,116,-18,133,3,1353,2017-09-23.8,4.8,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.19_00:00:00.txt
FS-2017-009,2017-09-19.0,106.5,13.3,98,7,115,21,860,2017-09-25.0,6.0,191,63,127,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.19_00:00:00.txt
FS-2017-008,2017-09-19.5,170.1,-10.2,166,-13,173,-6,200,2017-09-19.9,0.9,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.19_12:00:00.txt
FS-2017-007,2017-09-19.5,124.7,-9.8,116,-18,135,3,1532,2017-09-23.3,4.3,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.19_12:00:00.txt
FS-2017-009,2017-09-19.5,106.6,11.7,98,4,114,21,835,2017-09-24.4,5.4,191,63,127,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.19_12:00:00.txt
FS-2017-008,2017-09-20.0,170.1,-9.9,166,-13,173,-6,110,2017-09-20.4,0.4,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.20_00:00:00.txt
FS-2017-007,2017-09-20.0,124.4,-9.4,116,-18,135,3,1267,2017-09-23.8,3.8,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.20_00:00:00.txt
FS-2017-009,2017-09-20.0,106.3,11.9,98,4,114,21,884,2017-09-25.0,5.0,191,63,127,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.20_00:00:00.txt
FS-2017-008,2017-09-20.5,167.9,-10.9,166,-11,169,-8,35,2017-09-20.1,0.1,255,0,191,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.20_12:00:00.txt
FS-2017-007,2017-09-20.5,124.7,-9.2,116,-18,135,3,1297,2017-09-23.3,3.3,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.20_12:00:00.txt
FS-2017-009,2017-09-20.5,105.5,11.1,96,4,114,20,820,2017-09-24.5,4.5,191,63,127,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.20_12:00:00.txt
FS-2017-007,2017-09-21.0,124.0,-8.9,116,-16,133,3,926,2017-09-23.8,2.8,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.21_00:00:00.txt
FS-2017-009,2017-09-21.0,104.7,10.9,93,3,114,20,756,2017-09-25.1,4.1,191,63,127,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.21_00:00:00.txt
FS-2017-007,2017-09-21.5,124.4,-7.9,121,-15,133,3,957,2017-09-23.3,2.3,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.21_12:00:00.txt
FS-2017-009,2017-09-21.5,104.7,11.4,93,3,114,21,679,2017-09-24.6,3.6,191,63,127,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.21_12:00:00.txt
FS-2017-007,2017-09-22.0,123.8,-8.0,121,-14,131,-1,717,2017-09-23.9,1.9,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.22_00:00:00.txt
FS-2017-009,2017-09-22.0,105.6,11.6,92,3,106,12,526,2017-09-25.0,3.0,184,58,117,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.22_00:00:00.txt
FS-2017-007,2017-09-22.5,124.2,-7.6,121,-13,131,-1,683,2017-09-23.3,1.3,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.22_12:00:00.txt
FS-2017-009,2017-09-22.5,106.9,12.6,105,11,112,21,375,2017-09-24.5,2.5,179,54,110,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.22_12:00:00.txt
FS-2017-007,2017-09-23.0,124.3,-8.1,121,-13,131,-1,481,2017-09-23.8,0.8,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.23_00:00:00.txt
FS-2017-009,2017-09-23.0,107.2,12.3,103,11,112,13,258,2017-09-24.9,1.9,179,54,110,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.23_00:00:00.txt
FS-2017-007,2017-09-23.5,124.0,-8.1,121,-13,130,-1,472,2017-09-23.4,0.4,0,127,0,http://jsoc.stanford.edu/data/farside/AR_Lists/2017/AR_LIST_2017.09.23_12:00:00.txt
