designation,longitude,latitude,strength,eta at east limb,days from east limb,Timestamp,URL
FS-2013-024,159.8,-10.0,810,2013-08-13.0,8.0,2013-08-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.05_00:00:00.txt
FS-2013-024,159.7,-10.1,797,2013-08-12.5,7.5,2013-08-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.05_12:00:00.txt
FS-2013-024,158.6,-11.4,823,2013-08-13.1,7.1,2013-08-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.06_00:00:00.txt
FS-2013-024,160.1,-11.4,1130,2013-08-12.5,6.5,2013-08-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.06_12:00:00.txt
FS-2013-024,159.4,-11.6,1107,2013-08-13.1,6.1,2013-08-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.07_00:00:00.txt
FS-2013-024,161.7,-11.6,1246,2013-08-12.4,5.4,2013-08-07.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.07_12:00:00.txt
FS-2013-024,162.9,-12.1,1215,2013-08-12.8,4.8,2013-08-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.08_00:00:00.txt
FS-2013-024,164.2,-12.1,1041,2013-08-12.2,4.2,2013-08-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.08_12:00:00.txt
FS-2013-024,165.2,-12.3,806,2013-08-12.6,3.6,2013-08-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.09_00:00:00.txt
FS-2013-024,172.2,-11.9,550,2013-08-11.6,2.6,2013-08-09.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.09_12:00:00.txt
FS-2013-024,172.9,-11.3,517,2013-08-12.1,2.1,2013-08-10.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.10_00:00:00.txt
FS-2013-024,173.4,-11.5,634,2013-08-11.5,1.5,2013-08-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.10_12:00:00.txt
FS-2013-024,172.4,-11.4,582,2013-08-12.1,1.1,2013-08-11.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.11_00:00:00.txt
FS-2013-024,172.5,-11.5,455,2013-08-11.6,0.6,2013-08-11.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.11_12:00:00.txt
FS-2013-024,166.3,-10.8,203,2013-08-12.6,0.6,2013-08-12.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.12_00:00:00.txt
FS-2013-024,163.8,-9.8,97,2013-08-12.3,0.3,2013-08-12.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.12_12:00:00.txt
FS-2013-025,81.7,18.8,475,2013-08-18.7,3.7,2013-08-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.15_00:00:00.txt
FS-2013-025,81.6,18.9,430,2013-08-18.2,3.2,2013-08-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.15_12:00:00.txt
FS-2013-025,81.2,18.9,539,2013-08-18.8,2.8,2013-08-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.16_00:00:00.txt
FS-2013-026,337.4,14.7,442,2013-08-26.6,10.6,2013-08-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.16_00:00:00.txt
FS-2013-025,81.2,18.7,448,2013-08-18.3,2.3,2013-08-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.16_12:00:00.txt
FS-2013-026,337.6,14.7,582,2013-08-26.1,10.1,2013-08-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.16_12:00:00.txt
FS-2013-025,81.3,18.6,515,2013-08-18.8,1.8,2013-08-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.17_00:00:00.txt
FS-2013-026,338.0,15.4,950,2013-08-26.6,9.6,2013-08-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.17_00:00:00.txt
FS-2013-025,81.5,18.3,420,2013-08-18.2,1.2,2013-08-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.17_12:00:00.txt
FS-2013-026,338.1,15.4,984,2013-08-26.1,9.1,2013-08-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.17_12:00:00.txt
FS-2013-025,81.4,18.7,444,2013-08-18.7,0.7,2013-08-18.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.18_00:00:00.txt
FS-2013-026,338.1,15.5,1129,2013-08-26.6,8.6,2013-08-18.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.18_00:00:00.txt
FS-2013-025,81.2,18.7,286,2013-08-18.2,0.2,2013-08-18.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.18_12:00:00.txt
FS-2013-026,338.4,15.1,1140,2013-08-26.0,8.0,2013-08-18.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.18_12:00:00.txt
FS-2013-025,77.2,18.5,23,2013-08-19.1,0.1,2013-08-19.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.19_00:00:00.txt
FS-2013-026,338.7,14.8,1185,2013-08-26.5,7.5,2013-08-19.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.19_00:00:00.txt
FS-2013-026,338.5,14.4,924,2013-08-26.5,6.5,2013-08-20.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.20_00:00:00.txt
FS-2013-026,339.2,14.0,659,2013-08-26.5,5.5,2013-08-21.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.21_00:00:00.txt
FS-2013-026,340.1,13.4,245,2013-08-25.9,4.9,2013-08-21.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.21_12:00:00.txt
FS-2013-026,340.0,13.0,438,2013-08-26.4,4.4,2013-08-22.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.22_00:00:00.txt
FS-2013-026,342.7,10.7,149,2013-08-25.7,3.7,2013-08-22.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.22_12:00:00.txt
FS-2013-027,11.5,-9.4,424,2013-08-24.3,1.3,2013-08-23.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.23_00:00:00.txt
FS-2013-026,338.2,12.0,460,2013-08-26.6,3.6,2013-08-23.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.23_00:00:00.txt
FS-2013-027,10.9,-9.3,254,2013-08-23.8,0.8,2013-08-23.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.23_12:00:00.txt
FS-2013-026,337.2,12.4,251,2013-08-26.1,3.1,2013-08-23.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.23_12:00:00.txt
FS-2013-027,10.0,-8.8,457,2013-08-24.4,0.4,2013-08-24.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.24_00:00:00.txt
FS-2013-026,336.9,12.8,497,2013-08-26.7,2.7,2013-08-24.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.24_00:00:00.txt
FS-2013-027,6.4,-9.4,143,2013-08-24.2,0.2,2013-08-24.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.24_12:00:00.txt
FS-2013-026,336.3,13.1,323,2013-08-26.2,2.2,2013-08-24.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.24_12:00:00.txt
FS-2013-026,336.1,13.0,342,2013-08-26.7,1.7,2013-08-25.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.25_00:00:00.txt
FS-2013-026,337.0,13.1,252,2013-08-26.2,1.2,2013-08-25.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.25_12:00:00.txt
FS-2013-026,337.2,12.9,234,2013-08-26.7,0.7,2013-08-26.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.26_00:00:00.txt
FS-2013-026,335.9,13.6,232,2013-08-26.3,0.3,2013-08-26.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.26_12:00:00.txt
FS-2013-026,332.2,12.1,18,2013-08-27.1,0.1,2013-08-27.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.27_00:00:00.txt
FS-2013-028,175.8,-11.9,629,2013-09-07.5,10.5,2013-08-28.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.28_12:00:00.txt
FS-2013-028,175.5,-11.5,952,2013-09-08.0,10.0,2013-08-29.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.29_00:00:00.txt
FS-2013-028,174.5,-11.0,1168,2013-09-07.6,9.6,2013-08-29.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.29_12:00:00.txt
FS-2013-028,174.2,-11.0,1219,2013-09-08.1,9.1,2013-08-30.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.30_00:00:00.txt
FS-2013-028,174.1,-10.9,1222,2013-09-07.7,8.7,2013-08-30.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.30_12:00:00.txt
FS-2013-028,173.0,-11.2,1098,2013-09-08.3,8.3,2013-08-31.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.31_00:00:00.txt
FS-2013-028,173.2,-11.1,971,2013-09-07.7,7.7,2013-08-31.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.08.31_12:00:00.txt
FS-2013-028,171.7,-11.5,802,2013-09-08.4,7.4,2013-09-01.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.01_00:00:00.txt
FS-2013-028,173.5,-11.8,628,2013-09-07.7,6.7,2013-09-01.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.01_12:00:00.txt
FS-2013-028,172.8,-11.9,532,2013-09-08.3,6.3,2013-09-02.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.02_00:00:00.txt
FS-2013-028,179.4,-13.1,180,2013-09-07.3,5.3,2013-09-02.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.02_12:00:00.txt
FS-2013-028,181.4,-13.2,63,2013-09-07.7,4.7,2013-09-03.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.03_00:00:00.txt
FS-2013-028,180.3,-12.7,10,2013-09-07.3,4.3,2013-09-03.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.03_12:00:00.txt
FS-2013-029,23.2,13.6,496,2013-09-19.4,10.4,2013-09-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.09_00:00:00.txt
FS-2013-029,23.3,13.3,749,2013-09-18.9,9.9,2013-09-09.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.09_12:00:00.txt
FS-2013-029,22.4,13.6,975,2013-09-19.4,9.4,2013-09-10.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.10_00:00:00.txt
FS-2013-029,22.3,13.1,1147,2013-09-18.9,8.9,2013-09-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.10_12:00:00.txt
FS-2013-029,21.5,13.0,1391,2013-09-19.5,8.5,2013-09-11.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.11_00:00:00.txt
FS-2013-029,21.1,12.9,1412,2013-09-19.0,8.0,2013-09-11.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.11_12:00:00.txt
FS-2013-029,21.9,12.4,1593,2013-09-19.5,7.5,2013-09-12.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.12_00:00:00.txt
FS-2013-029,21.9,12.0,1614,2013-09-19.0,7.0,2013-09-12.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.12_12:00:00.txt
FS-2013-029,21.7,11.8,1690,2013-09-19.5,6.5,2013-09-13.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.13_00:00:00.txt
FS-2013-029,21.6,11.4,1592,2013-09-19.0,6.0,2013-09-13.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.13_12:00:00.txt
FS-2013-029,22.0,11.3,1690,2013-09-19.5,5.5,2013-09-14.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.14_00:00:00.txt
FS-2013-029,22.4,11.0,1476,2013-09-19.0,5.0,2013-09-14.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.14_12:00:00.txt
FS-2013-029,22.8,10.8,1543,2013-09-19.4,4.4,2013-09-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.15_00:00:00.txt
FS-2013-029,23.1,11.2,1287,2013-09-18.9,3.9,2013-09-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.15_12:00:00.txt
FS-2013-029,23.2,11.2,1182,2013-09-19.4,3.4,2013-09-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.16_00:00:00.txt
FS-2013-029,24.4,12.0,1004,2013-09-18.8,2.8,2013-09-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.16_12:00:00.txt
FS-2013-029,24.6,11.8,993,2013-09-19.3,2.3,2013-09-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.17_00:00:00.txt
FS-2013-029,24.7,12.3,839,2013-09-18.8,1.8,2013-09-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.17_12:00:00.txt
FS-2013-029,24.2,11.6,806,2013-09-19.4,1.4,2013-09-18.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.18_00:00:00.txt
FS-2013-029,24.3,11.9,693,2013-09-18.9,0.9,2013-09-18.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.18_12:00:00.txt
FS-2013-029,23.8,11.1,564,2013-09-19.4,0.4,2013-09-19.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.19_00:00:00.txt
FS-2013-029,20.8,11.7,163,2013-09-19.1,0.1,2013-09-19.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.09.19_12:00:00.txt
FS-2013-030,165.4,-14.8,435,2013-10-06.2,5.2,2013-10-01.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.01_00:00:00.txt
FS-2013-030,165.2,-14.9,524,2013-10-05.7,4.7,2013-10-01.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.01_12:00:00.txt
FS-2013-030,165.2,-14.5,795,2013-10-06.2,4.2,2013-10-02.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.02_00:00:00.txt
FS-2013-030,164.5,-14.9,887,2013-10-05.8,3.8,2013-10-02.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.02_12:00:00.txt
FS-2013-030,163.3,-15.4,1028,2013-10-06.4,3.4,2013-10-03.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.03_00:00:00.txt
FS-2013-030,163.7,-14.9,1032,2013-10-05.8,2.8,2013-10-03.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.03_12:00:00.txt
FS-2013-030,163.4,-15.0,1069,2013-10-06.3,2.3,2013-10-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.04_00:00:00.txt
FS-2013-030,163.7,-14.3,1066,2013-10-05.8,1.8,2013-10-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.04_12:00:00.txt
FS-2013-030,163.1,-14.7,1070,2013-10-06.4,1.4,2013-10-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.05_00:00:00.txt
FS-2013-031,70.6,25.1,461,2013-10-13.2,8.2,2013-10-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.05_00:00:00.txt
FS-2013-030,162.6,-14.1,1083,2013-10-05.9,0.9,2013-10-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.05_12:00:00.txt
FS-2013-031,79.5,22.7,900,2013-10-12.0,7.0,2013-10-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.05_12:00:00.txt
FS-2013-030,158.9,-15.9,1078,2013-10-06.7,0.7,2013-10-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.06_00:00:00.txt
FS-2013-031,80.5,22.7,1023,2013-10-12.4,6.4,2013-10-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.06_00:00:00.txt
FS-2013-030,155.2,-16.8,670,2013-10-06.5,0.5,2013-10-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.06_12:00:00.txt
FS-2013-031,83.0,22.1,890,2013-10-11.7,5.7,2013-10-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.06_12:00:00.txt
FS-2013-030,150.9,-18.6,306,2013-10-07.3,0.3,2013-10-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.07_00:00:00.txt
FS-2013-031,81.9,22.5,988,2013-10-12.3,5.3,2013-10-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.07_00:00:00.txt
FS-2013-030,146.8,-20.2,69,2013-10-07.2,0.2,2013-10-07.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.07_12:00:00.txt
FS-2013-031,81.8,22.4,789,2013-10-11.8,4.8,2013-10-07.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.07_12:00:00.txt
FS-2013-031,82.2,22.7,719,2013-10-12.2,4.2,2013-10-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.08_00:00:00.txt
FS-2013-031,82.3,21.7,302,2013-10-11.7,3.7,2013-10-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.08_12:00:00.txt
FS-2013-031,83.9,22.2,388,2013-10-12.1,3.1,2013-10-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.09_00:00:00.txt
FS-2013-031,83.5,22.1,356,2013-10-11.6,2.6,2013-10-09.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.09_12:00:00.txt
FS-2013-031,85.6,22.4,243,2013-10-11.4,1.4,2013-10-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.10_12:00:00.txt
FS-2013-031,88.3,22.4,132,2013-10-11.7,0.7,2013-10-11.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.11_00:00:00.txt
FS-2013-031,86.2,21.8,261,2013-10-11.4,0.4,2013-10-11.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.11_12:00:00.txt
FS-2013-031,83.0,21.2,63,2013-10-12.1,0.1,2013-10-12.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.12_00:00:00.txt
FS-2013-032,359.9,-12.6,425,2013-10-18.2,5.2,2013-10-13.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.13_12:00:00.txt
FS-2013-032,0.2,-12.5,406,2013-10-18.7,4.7,2013-10-14.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.14_00:00:00.txt
FS-2013-032,0.0,-12.2,500,2013-10-18.2,4.2,2013-10-14.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.14_12:00:00.txt
FS-2013-032,1.0,-12.0,549,2013-10-18.6,3.6,2013-10-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.15_00:00:00.txt
FS-2013-032,1.5,-12.2,581,2013-10-18.1,3.1,2013-10-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.15_12:00:00.txt
FS-2013-032,1.7,-12.1,542,2013-10-18.5,2.5,2013-10-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.16_00:00:00.txt
FS-2013-032,2.2,-12.3,591,2013-10-18.0,2.0,2013-10-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.16_12:00:00.txt
FS-2013-033,258.6,-17.7,618,2013-10-25.9,9.9,2013-10-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.16_12:00:00.txt
FS-2013-032,2.4,-12.2,631,2013-10-18.5,1.5,2013-10-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.17_00:00:00.txt
FS-2013-033,259.2,-17.6,768,2013-10-26.4,9.4,2013-10-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.17_00:00:00.txt
FS-2013-032,2.1,-12.3,634,2013-10-18.0,1.0,2013-10-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.17_12:00:00.txt
FS-2013-033,258.0,-17.7,868,2013-10-26.0,9.0,2013-10-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.17_12:00:00.txt
FS-2013-032,1.7,-12.4,699,2013-10-18.6,0.6,2013-10-18.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.18_00:00:00.txt
FS-2013-033,258.5,-17.6,784,2013-10-26.4,8.4,2013-10-18.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.18_00:00:00.txt
FS-2013-032,359.3,-12.6,397,2013-10-18.3,0.3,2013-10-18.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.18_12:00:00.txt
FS-2013-033,257.9,-17.9,777,2013-10-26.0,8.0,2013-10-18.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.18_12:00:00.txt
FS-2013-032,355.3,-13.1,38,2013-10-19.1,0.1,2013-10-19.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.19_00:00:00.txt
FS-2013-033,259.2,-17.6,774,2013-10-26.4,7.4,2013-10-19.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.19_00:00:00.txt
FS-2013-033,258.9,-17.6,849,2013-10-25.9,6.9,2013-10-19.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.19_12:00:00.txt
FS-2013-033,259.2,-17.7,993,2013-10-26.4,6.4,2013-10-20.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.20_00:00:00.txt
FS-2013-033,259.2,-18.2,946,2013-10-25.9,5.9,2013-10-20.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.20_12:00:00.txt
FS-2013-033,259.4,-18.1,932,2013-10-26.4,5.4,2013-10-21.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.21_00:00:00.txt
FS-2013-033,260.0,-18.3,863,2013-10-25.8,4.8,2013-10-21.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.21_12:00:00.txt
FS-2013-033,259.5,-17.8,877,2013-10-26.4,4.4,2013-10-22.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.22_00:00:00.txt
FS-2013-033,260.0,-17.7,829,2013-10-25.8,3.8,2013-10-22.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.22_12:00:00.txt
FS-2013-034,167.7,-9.3,749,2013-11-01.6,10.6,2013-10-22.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.22_12:00:00.txt
FS-2013-033,259.2,-17.5,826,2013-10-26.4,3.4,2013-10-23.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.23_00:00:00.txt
FS-2013-034,168.0,-9.7,974,2013-11-02.1,10.1,2013-10-23.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.23_00:00:00.txt
FS-2013-033,259.6,-17.6,697,2013-10-25.8,2.8,2013-10-23.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.23_12:00:00.txt
FS-2013-034,167.6,-9.6,1269,2013-11-01.6,9.6,2013-10-23.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.23_12:00:00.txt
FS-2013-033,258.7,-17.7,627,2013-10-26.5,2.5,2013-10-24.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.24_00:00:00.txt
FS-2013-034,167.0,-9.6,1290,2013-11-02.2,9.2,2013-10-24.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.24_00:00:00.txt
FS-2013-035,164.8,-9.4,1351,2013-11-02.4,8.4,2013-10-25.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.25_00:00:00.txt
FS-2013-035,165.3,-9.3,1156,2013-11-01.8,7.8,2013-10-25.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.25_12:00:00.txt
FS-2013-035,165.6,-9.3,2005,2013-11-02.3,7.3,2013-10-26.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.26_00:00:00.txt
FS-2013-035,165.9,-9.2,1491,2013-11-01.8,6.8,2013-10-26.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.26_12:00:00.txt
FS-2013-035,165.0,-9.1,2187,2013-11-02.4,6.4,2013-10-27.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2013/AR_LIST_2013.10.27_00:00:00.txt
