designation,timestamp,center_longitude,center_latitude,minX,minY,maxX,maxY,strength,eta at east limb,days from east limb,center_red,center_green,center_blue,txt_url
FS-2023-002,2023-01-05.0,188.7,3.7,1,-86,359,89,1033,2023-01-07.5,2.5,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.05_00:00:00.txt
FS-2023-003,2023-01-05.0,171.5,20.8,130,-29,185,40,107,2023-01-09.0,4.0,0,191,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.05_00:00:00.txt
FS-2023-004,2023-01-05.0,158.2,-3.7,130,-29,185,40,5879,2023-01-09.8,4.8,0,191,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.05_00:00:00.txt
FS-2023-006,2023-01-05.0,113.2,-13.7,105,-20,119,-1,960,2023-01-13.2,8.2,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.05_00:00:00.txt
FS-2023-005,2023-01-05.0,112.3,21.5,89,10,128,36,2897,2023-01-13.5,8.5,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.05_00:00:00.txt
FS-2023-002,2023-01-05.5,185.8,7.7,1,-86,359,89,1310,2023-01-07.3,2.3,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.05_12:00:00.txt
FS-2023-004,2023-01-05.5,158.3,-3.3,130,-29,185,42,7278,2023-01-09.3,4.3,0,191,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.05_12:00:00.txt
FS-2023-006,2023-01-05.5,114.2,-12.7,105,-25,128,-1,1764,2023-01-12.6,7.6,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.05_12:00:00.txt
FS-2023-005,2023-01-05.5,110.4,22.0,89,7,128,33,3763,2023-01-13.2,8.2,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.05_12:00:00.txt
FS-2023-002,2023-01-06.0,185.0,4.7,1,-86,359,89,842,2023-01-07.8,1.8,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.06_00:00:00.txt
FS-2023-004,2023-01-06.0,159.0,-2.7,158,-16,183,42,4528,2023-01-09.7,3.7,14,165,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.06_00:00:00.txt
FS-2023-006,2023-01-06.0,114.4,-14.1,103,-25,128,-1,1703,2023-01-13.1,7.1,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.06_00:00:00.txt
FS-2023-005,2023-01-06.0,109.8,22.8,69,7,131,39,4431,2023-01-13.8,7.8,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.06_00:00:00.txt
FS-2023-002,2023-01-06.5,184.8,6.1,1,-86,359,89,845,2023-01-07.4,1.4,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.06_12:00:00.txt
FS-2023-004,2023-01-06.5,158.6,-2.8,155,-7,172,19,5677,2023-01-09.3,3.3,1,190,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.06_12:00:00.txt
FS-2023-006,2023-01-06.5,114.2,-12.8,103,-25,128,-1,2231,2023-01-12.6,6.6,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.06_12:00:00.txt
FS-2023-005,2023-01-06.5,108.3,22.7,69,7,131,39,5089,2023-01-13.4,7.4,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.06_12:00:00.txt
FS-2023-002,2023-01-07.0,188.8,9.1,1,-86,359,89,301,2023-01-07.6,0.6,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.07_00:00:00.txt
FS-2023-004,2023-01-07.0,162.9,-11.1,158,-23,167,45,6757,2023-01-09.4,2.4,88,26,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.07_00:00:00.txt
FS-2023-006,2023-01-07.0,113.6,-13.4,96,-22,126,-1,2631,2023-01-13.1,6.1,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.07_00:00:00.txt
FS-2023-005,2023-01-07.0,108.2,23.9,68,7,132,44,6678,2023-01-13.9,6.9,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.07_00:00:00.txt
FS-2023-007,2023-01-07.0,50.4,20.8,46,19,54,21,717,2023-01-18.2,11.2,233,0,109,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.07_00:00:00.txt
FS-2023-002,2023-01-07.5,177.9,12.1,173,11,191,15,97,2023-01-07.9,0.9,0,127,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.07_12:00:00.txt
FS-2023-004,2023-01-07.5,162.5,-11.6,140,-55,179,40,4757,2023-01-09.0,2.0,101,2,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.07_12:00:00.txt
FS-2023-006,2023-01-07.5,113.7,-12.9,96,-22,126,-1,2363,2023-01-12.6,5.6,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.07_12:00:00.txt
FS-2023-005,2023-01-07.5,108.9,24.1,68,7,131,47,5943,2023-01-13.3,6.3,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.07_12:00:00.txt
FS-2023-007,2023-01-07.5,51.8,17.7,37,12,65,30,1336,2023-01-17.5,10.5,255,0,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.07_12:00:00.txt
FS-2023-004,2023-01-08.0,160.7,-12.2,1,-86,359,89,4396,2023-01-09.6,1.6,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.08_00:00:00.txt
FS-2023-006,2023-01-08.0,114.2,-13.1,96,-22,126,-3,2713,2023-01-13.1,5.1,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.08_00:00:00.txt
FS-2023-005,2023-01-08.0,109.1,23.3,68,5,131,47,6610,2023-01-13.8,5.8,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.08_00:00:00.txt
FS-2023-007,2023-01-08.0,54.3,18.7,34,11,80,30,2216,2023-01-17.9,9.9,255,0,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.08_00:00:00.txt
FS-2023-008,2023-01-08.0,57.7,-38.2,46,-43,69,-31,513,2023-01-17.9,9.9,127,127,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.08_00:00:00.txt
FS-2023-004,2023-01-08.5,154.9,-13.1,1,-86,359,89,2985,2023-01-09.5,1.5,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.08_12:00:00.txt
FS-2023-006,2023-01-08.5,114.1,-13.3,100,-25,126,-1,3319,2023-01-12.6,4.6,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.08_12:00:00.txt
FS-2023-005,2023-01-08.5,95.4,23.8,35,5,133,49,10242,2023-01-14.4,6.4,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.08_12:00:00.txt
FS-2023-008,2023-01-08.5,57.7,-38.3,46,-43,69,-31,547,2023-01-17.4,9.4,127,127,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.08_12:00:00.txt
FS-2023-007,2023-01-08.5,54.3,19.7,53,13,78,20,268,2023-01-17.4,9.4,255,126,52,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.08_12:00:00.txt
FS-2023-004,2023-01-09.0,151.7,-13.6,1,-86,359,89,2012,2023-01-10.3,1.3,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.09_00:00:00.txt
FS-2023-006,2023-01-09.0,114.1,-13.1,98,-25,126,-1,3277,2023-01-13.1,4.1,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.09_00:00:00.txt
FS-2023-005,2023-01-09.0,90.6,23.7,28,4,139,49,11126,2023-01-15.2,6.2,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.09_00:00:00.txt
FS-2023-007,2023-01-09.0,60.1,23.9,59,22,61,24,52,2023-01-17.6,8.6,157,0,119,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.09_00:00:00.txt
FS-2023-008,2023-01-09.0,54.6,-39.4,41,-45,69,-31,753,2023-01-18.1,9.1,127,127,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.09_00:00:00.txt
FS-2023-009,2023-01-09.0,46.7,38.2,39,-24,305,46,613,2023-01-19.2,10.2,255,255,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.09_00:00:00.txt
FS-2023-004,2023-01-09.5,149.4,-15.0,1,-86,359,89,1193,2023-01-09.9,0.9,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.09_12:00:00.txt
FS-2023-006,2023-01-09.5,116.6,-12.5,98,-25,137,3,3892,2023-01-12.4,3.4,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.09_12:00:00.txt
FS-2023-005,2023-01-09.5,88.7,24.7,28,4,139,49,12271,2023-01-14.9,5.9,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.09_12:00:00.txt
FS-2023-010,2023-01-09.5,82.6,-10.4,78,-16,87,-1,577,2023-01-15.0,6.0,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.09_12:00:00.txt
FS-2023-008,2023-01-09.5,52.4,-39.9,41,-45,67,-33,674,2023-01-17.8,8.8,127,127,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.09_12:00:00.txt
FS-2023-009,2023-01-09.5,47.7,35.9,44,34,49,36,47,2023-01-18.5,9.5,241,229,226,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.09_12:00:00.txt
FS-2023-004,2023-01-10.0,150.1,-29.5,149,-30,151,-28,472,2023-01-10.3,0.3,10,175,10,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.10_00:00:00.txt
FS-2023-006,2023-01-10.0,116.0,-12.8,98,-25,137,3,3326,2023-01-13.0,3.0,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.10_00:00:00.txt
FS-2023-010,2023-01-10.0,82.7,-10.9,78,-16,87,-1,493,2023-01-15.5,5.5,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.10_00:00:00.txt
FS-2023-005,2023-01-10.0,84.8,24.6,28,4,139,46,12032,2023-01-15.7,5.7,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.10_00:00:00.txt
FS-2023-008,2023-01-10.0,51.1,-40.6,41,-45,59,-35,567,2023-01-18.4,8.4,127,127,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.10_00:00:00.txt
FS-2023-009,2023-01-10.0,54.5,41.5,28,4,139,46,6,2023-01-18.7,8.7,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.10_00:00:00.txt
FS-2023-004,2023-01-10.5,146.6,-26.5,1,-86,359,89,36,2023-01-10.1,0.1,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.10_12:00:00.txt
FS-2023-006,2023-01-10.5,117.5,-12.6,100,-25,137,3,3422,2023-01-12.4,2.4,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.10_12:00:00.txt
FS-2023-010,2023-01-10.5,82.2,-8.7,76,-16,87,-1,745,2023-01-15.0,5.0,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.10_12:00:00.txt
FS-2023-005,2023-01-10.5,84.0,23.5,28,-5,137,46,12954,2023-01-15.2,5.2,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.10_12:00:00.txt
FS-2023-008,2023-01-10.5,50.5,-40.6,42,-45,59,-35,556,2023-01-17.9,7.9,127,127,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.10_12:00:00.txt
FS-2023-011,2023-01-10.5,8.7,22.8,1,18,17,37,735,2023-01-21.0,11.0,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.10_12:00:00.txt
FS-2023-006,2023-01-11.0,115.8,-13.7,100,-27,128,-1,2885,2023-01-13.0,2.0,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.11_00:00:00.txt
FS-2023-010,2023-01-11.0,82.3,-9.4,76,-15,87,-1,536,2023-01-15.5,4.5,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.11_00:00:00.txt
FS-2023-005,2023-01-11.0,82.5,23.7,28,-9,133,46,12902,2023-01-15.9,4.9,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.11_00:00:00.txt
FS-2023-008,2023-01-11.0,50.7,-41.0,41,-45,59,-35,511,2023-01-18.4,7.4,127,127,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.11_00:00:00.txt
FS-2023-011,2023-01-11.0,8.4,22.3,1,16,359,37,1016,2023-01-21.5,10.5,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.11_00:00:00.txt
FS-2023-006,2023-01-11.5,116.5,-14.0,100,-29,131,-1,3258,2023-01-12.4,1.4,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.11_12:00:00.txt
FS-2023-010,2023-01-11.5,81.2,-6.1,76,-14,87,8,829,2023-01-15.1,4.1,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.11_12:00:00.txt
FS-2023-005,2023-01-11.5,81.9,23.1,28,-9,137,46,14293,2023-01-15.4,4.4,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.11_12:00:00.txt
FS-2023-008,2023-01-11.5,41.8,-36.2,40,-37,42,-35,958,2023-01-18.4,7.4,125,117,117,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.11_12:00:00.txt
FS-2023-012,2023-01-11.5,31.8,3.5,19,1,43,10,826,2023-01-18.8,7.8,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.11_12:00:00.txt
FS-2023-011,2023-01-11.5,6.8,23.1,1,16,359,39,1259,2023-01-21.1,10.1,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.11_12:00:00.txt
FS-2023-006,2023-01-12.0,116.3,-14.4,100,-29,130,-1,3148,2023-01-13.0,1.0,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.12_00:00:00.txt
FS-2023-010,2023-01-12.0,80.8,-5.7,76,-14,86,8,496,2023-01-15.6,3.6,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.12_00:00:00.txt
FS-2023-005,2023-01-12.0,80.4,22.9,26,-9,131,46,13490,2023-01-16.0,4.0,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.12_00:00:00.txt
FS-2023-008,2023-01-12.0,39.4,-35.7,1,-86,359,89,956,2023-01-19.1,7.1,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.12_00:00:00.txt
FS-2023-012,2023-01-12.0,30.9,2.2,19,-4,43,10,1005,2023-01-19.4,7.4,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.12_00:00:00.txt
FS-2023-011,2023-01-12.0,4.0,23.1,1,14,359,39,1571,2023-01-21.8,9.8,0,165,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.12_00:00:00.txt
FS-2023-006,2023-01-12.5,114.0,-13.9,100,-29,123,-1,2489,2023-01-12.6,0.6,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.12_12:00:00.txt
FS-2023-010,2023-01-12.5,80.2,-5.4,75,-13,86,6,465,2023-01-15.2,3.2,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.12_12:00:00.txt
FS-2023-005,2023-01-12.5,80.3,21.9,26,-9,126,46,13358,2023-01-15.4,3.4,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.12_12:00:00.txt
FS-2023-008,2023-01-12.5,39.5,-36.3,1,-86,359,89,1181,2023-01-18.5,6.5,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.12_12:00:00.txt
FS-2023-012,2023-01-12.5,30.2,2.2,19,-4,43,12,1248,2023-01-18.9,6.9,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.12_12:00:00.txt
FS-2023-011,2023-01-12.5,0.7,23.6,-1,14,1,26,2135,2023-01-21.6,9.6,0,37,57,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.12_12:00:00.txt
FS-2023-006,2023-01-13.0,110.0,-12.9,100,-22,117,-3,1315,2023-01-13.5,0.5,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.13_00:00:00.txt
FS-2023-010,2023-01-13.0,78.1,-5.1,77,-6,79,-4,68,2023-01-15.9,2.9,2,37,249,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.13_00:00:00.txt
FS-2023-005,2023-01-13.0,73.7,21.1,26,-9,119,44,11563,2023-01-16.4,3.4,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.13_00:00:00.txt
FS-2023-008,2023-01-13.0,39.5,-37.5,1,-86,359,89,843,2023-01-19.0,6.0,102,0,0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.13_00:00:00.txt
FS-2023-012,2023-01-13.0,26.2,2.3,19,-4,35,12,896,2023-01-19.8,6.8,0,153,153,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.13_00:00:00.txt
FS-2023-011,2023-01-13.0,1.8,23.8,0,22,2,24,2352,2023-01-22.0,9.0,0,160,247,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.13_00:00:00.txt
FS-2023-006,2023-01-13.5,105.9,-11.4,100,-18,110,-4,481,2023-01-13.3,0.3,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.13_12:00:00.txt
FS-2023-010,2023-01-13.5,78.2,-7.6,75,-9,80,-4,66,2023-01-15.4,2.4,0,38,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.13_12:00:00.txt
FS-2023-005,2023-01-13.5,62.2,19.6,61,18,63,20,11906,2023-01-16.8,3.8,114,10,4,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.13_12:00:00.txt
FS-2023-008,2023-01-13.5,42.2,-39.5,22,-47,56,-26,845,2023-01-18.3,5.3,127,127,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.13_12:00:00.txt
FS-2023-012,2023-01-13.5,28.3,-2.4,19,-11,114,44,20,2023-01-19.1,6.1,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.13_12:00:00.txt
FS-2023-011,2023-01-13.5,359.4,25.4,358,13,360,26,2588,2023-01-21.8,8.8,0,141,219,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.13_12:00:00.txt
FS-2023-006,2023-01-14.0,101.9,-9.9,100,-11,103,-8,33,2023-01-14.1,0.1,255,0,255,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.14_00:00:00.txt
FS-2023-005,2023-01-14.0,45.7,21.1,1,-13,359,42,12080,2023-01-18.6,4.6,255,127,51,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.14_00:00:00.txt
FS-2023-008,2023-01-14.0,43.6,-42.6,22,-49,56,-31,495,2023-01-18.7,4.7,127,127,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.14_00:00:00.txt
FS-2023-011,2023-01-14.0,1.0,26.1,0,14,2,28,775,2023-01-22.2,8.2,45,153,211,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.14_00:00:00.txt
FS-2023-008,2023-01-14.5,49.4,-43.8,41,-49,56,-38,404,2023-01-17.6,3.6,127,127,127,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.01.14_12:00:00.txt
